cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,mean_reduction_ratio,mean_conditional_entropy
113,29345,50,49,1,0.14144054254182067,4,0.007703023010757648,0.14035102278796693
114,8272,50,49,1,0.14144054254182067,19,0.022928504548811738,0.1381975224187641
115,27790,50,50,0,-0.0,30,0.0,0.0
116,49955,50,50,0,-0.0,30,0.0,0.0
117,40334,50,49,1,0.14144054254182067,5,0.011167749098256477,0.13986097005039233
118,13157,50,50,0,-0.0,30,0.0,0.0
119,36893,50,50,0,-0.0,30,0.0,0.0
120,4323,50,50,0,-0.0,30,0.0,0.0
121,56888,50,50,0,-0.0,30,0.0,0.0
122,74584,50,49,1,0.14144054254182067,9,0.010664044981345436,0.13993221423396876
123,54025,50,50,0,-0.0,30,0.0,0.0
124,3745,50,42,8,0.6343095546405662,1,0.005128834937828432,0.6310562856353275
125,2624,50,49,1,0.14144054254182067,12,0.01475781932466417,0.13935318856980597
126,52215,50,50,0,-0.0,30,0.0,0.0
127,26973,50,50,0,-0.0,30,0.0,0.0
128,22278,50,47,3,0.32744491915447627,4,0.005656021912013183,0.3255928835167612
129,20420,50,49,1,0.14144054254182067,13,0.016401905066043485,0.13912064819056003
130,27802,50,48,2,0.24229218908241482,2,0.003571961055539491,0.2414267308189511
131,17006,50,50,0,-0.0,30,0.0,0.0
132,2706,50,50,0,-0.0,30,0.0,0.0
133,30376,50,50,0,-0.0,30,0.0,0.0
134,19029,50,50,0,-0.0,30,0.0,0.0
135,49005,50,49,1,0.14144054254182067,11,0.016965443277374183,0.13904094104020634
136,48649,50,50,0,-0.0,30,0.0,0.0
137,61457,50,50,0,-0.0,30,0.0,0.0
138,49347,50,26,24,0.9988455359952018,1,0.006557739743467416,0.9922953669262208
139,62440,50,49,1,0.14144054254182067,3,0.007492886011988676,0.14038074467908096
140,545,50,4,46,0.4021791902022728,12,0.015056302935342788,0.3961238584802966
141,10038,50,28,22,0.9895875212220556,30,0.010894789934238152,0.9788061730567981
142,23128,50,50,0,-0.0,30,0.0,0.0
143,11962,50,50,0,-0.0,30,0.0,0.0
144,17713,50,49,1,0.14144054254182067,7,0.010860764380704076,0.13990439013539496
145,11834,50,50,0,-0.0,30,0.0,0.0
146,9178,50,50,0,-0.0,30,0.0,0.0
147,37150,50,11,39,0.7601675029619657,2,0.01341144166210681,0.7499725608425619
148,41242,50,50,0,-0.0,30,0.0,0.0
149,12968,50,50,0,-0.0,30,0.0,0.0
150,64631,50,50,0,-0.0,30,0.0,0.0
151,14833,50,35,15,0.8812908992306927,1,0.011724353965943393,0.8709583327811476
152,42994,50,48,2,0.24229218908241482,13,0.015919515427821506,0.23843501484027674
153,50090,50,50,0,-0.0,30,0.0,0.0
154,9000,50,19,31,0.9580420222262995,2,0.00185793065246698,0.956262046586854
155,21240,50,45,5,0.4689955935892812,30,0.0014354449863699518,0.46832237621583395
156,57803,50,50,0,-0.0,30,0.0,0.0
157,74753,50,44,6,0.5293608652873644,13,0.01308305760771879,0.5224352065915377
158,2421,50,50,0,-0.0,30,0.0,0.0
159,57498,50,50,0,-0.0,30,0.0,0.0
160,365,50,40,10,0.7219280948873623,1,0.004411102753473404,0.7187435958801947
161,47679,50,50,0,-0.0,30,0.0,0.0
162,328,50,39,11,0.7601675029619657,2,0.010489761917354793,0.7521935268385846
163,6269,50,50,0,-0.0,30,0.0,0.0
164,47239,50,36,14,0.8554508105601306,3,0.016682229494085682,0.8411799838174647
165,10449,50,19,31,0.9580420222262995,3,0.016069931255204645,0.9426463527895257
166,39969,50,36,14,0.8554508105601306,1,0.005630175366959987,0.8506344724788688
167,19729,50,0,50,-0.0,30,0.0,0.0
168,51209,50,50,0,-0.0,30,0.0,0.0
169,72953,50,40,10,0.7219280948873623,4,0.013259812702582445,0.7123554635644237
170,9563,50,49,1,0.14144054254182067,4,0.00381585350987382,0.14090082615112395
171,41337,50,21,29,0.9814538950336537,2,0.012563168753793633,0.9691237241262781
172,14456,50,50,0,-0.0,30,0.0,0.0
173,1576,50,50,0,-0.0,30,0.0,0.0
174,8859,50,50,0,-0.0,30,0.0,0.0
175,53410,50,19,31,0.9580420222262995,6,0.01254760903754475,0.9460208854898652
176,14522,50,50,0,-0.0,30,0.0,0.0
177,68639,50,50,0,-0.0,30,0.0,0.0
178,44692,50,50,0,-0.0,30,0.0,0.0
179,55587,50,35,15,0.8812908992306927,7,0.012491259282521072,0.8702824661050762
180,33432,50,31,19,0.9580420222262995,1,0.005801072896545997,0.9524843506174105
181,52852,50,49,1,0.14144054254182067,8,0.012238326559562737,0.13970954699343213
182,22369,50,50,0,-0.0,30,0.0,0.0
183,26250,50,50,0,-0.0,30,0.0,0.0
184,38885,50,50,0,-0.0,30,0.0,0.0
185,69566,50,12,38,0.7950402793845223,10,0.04905929081550316,0.7560361671081582
186,32353,50,50,0,-0.0,30,0.0,0.0
187,70756,50,50,0,-0.0,30,0.0,0.0
188,34919,50,50,0,-0.0,30,0.0,0.0
189,23590,50,9,41,0.6800770457282799,30,0.008781716815543053,0.6741048016999432
190,54998,50,50,0,-0.0,30,0.0,0.0
191,9482,50,50,0,-0.0,30,0.0,0.0
192,8068,50,50,0,-0.0,30,0.0,0.0
193,28263,50,50,0,-0.0,30,0.0,0.0
194,14910,50,22,28,0.9895875212220556,30,0.00552526128961852,0.984119791598358
195,8608,50,22,28,0.9895875212220556,3,0.01562756176067446,0.9741226811165654
196,55759,50,49,1,0.14144054254182067,7,0.007824602812402806,0.14033382647486012
197,1090,50,38,12,0.7950402793845223,5,0.011018253523205972,0.7862803240251032
198,28709,50,50,0,-0.0,30,0.0,0.0
199,54028,50,50,0,-0.0,30,0.0,0.0
200,72077,50,46,4,0.4021791902022728,5,0.014331692723568615,0.3964152816284802
201,17750,50,50,0,-0.0,30,0.0,0.0
202,3172,50,0,50,-0.0,30,0.0,0.0
203,58506,50,48,2,0.24229218908241482,30,0.0023724850074693087,0.24171735449638995
204,56130,50,50,0,-0.0,30,0.0,0.0
205,62882,50,50,0,-0.0,30,0.0,0.0
206,65696,50,50,0,-0.0,30,0.0,0.0
207,55134,50,44,6,0.5293608652873644,2,0.01078468853535046,0.5236518732324364
208,37258,50,7,43,0.584238811642856,30,0.20040536814064713,0.46715421751351516
209,72097,50,50,0,-0.0,30,0.0,0.0
210,23752,50,49,1,0.14144054254182067,10,0.012340954341003189,0.13969503126434532
211,19521,50,50,0,-0.0,30,0.0,0.0
212,27447,50,48,2,0.24229218908241482,30,0.0004719832364110544,0.24217783123085468
213,69482,50,50,0,-0.0,30,0.0,0.0
214,70822,50,43,7,0.584238811642856,5,0.010468194825353614,0.5781228859380453
215,7140,50,50,0,-0.0,30,0.0,0.0
216,57022,50,50,0,-0.0,30,0.0,0.0
217,50324,50,35,15,0.8812908992306927,5,0.019188525597514144,0.8643802262519484
218,44346,50,48,2,0.24229218908241482,14,0.012655186175957475,0.23922593632059663
219,38965,50,50,0,-0.0,30,0.0,0.0
220,3866,50,50,0,-0.0,30,0.0,0.0
221,5654,50,50,0,-0.0,30,0.0,0.0
222,63545,50,4,46,0.4021791902022728,1,0.016188501360881614,0.3956685118343651
223,50850,50,50,0,-0.0,30,0.0,0.0
224,52435,50,25,25,1.0,28,0.024625816805119227,0.9753741831948808
225,53580,50,50,0,-0.0,30,0.0,0.0
226,35760,50,50,0,-0.0,30,0.0,0.0
227,11904,50,46,4,0.4021791902022728,11,0.023987681161519787,0.3925318440179025
228,7100,50,50,0,-0.0,30,0.0,0.0
229,62203,50,50,0,-0.0,30,0.0,0.0
230,69044,50,50,0,-0.0,30,0.0,0.0
231,58114,50,49,1,0.14144054254182067,4,0.009085699154175557,0.1401554563240823
232,67123,50,49,1,0.14144054254182067,4,0.0054083283357465005,0.14067558564776833
233,73772,50,26,24,0.9988455359952018,4,0.01307730266037258,0.9857833306100301
234,66991,50,50,0,-0.0,30,0.0,0.0
235,40282,50,50,0,-0.0,30,0.0,0.0
236,45098,50,50,0,-0.0,30,0.0,0.0
237,37777,50,40,10,0.7219280948873623,30,0.0052377697546358475,0.7181468017469392
238,56241,50,50,0,-0.0,30,0.0,0.0
239,13336,50,49,1,0.14144054254182067,21,0.028326292787603055,0.1374340563217436
240,39722,50,48,2,0.24229218908241482,30,0.004784362987962456,0.2411329753006966
241,25763,50,50,0,-0.0,30,0.0,0.0
242,35823,50,50,0,-0.0,30,0.0,0.0
243,46656,50,50,0,-0.0,30,0.0,0.0
244,18639,50,50,0,-0.0,30,0.0,0.0
245,32206,50,37,13,0.8267463724926178,6,0.016849564109309868,0.8128160564871643
246,40762,50,50,0,-0.0,30,0.0,0.0
247,38683,50,50,0,-0.0,30,0.0,0.0
248,68616,50,47,3,0.32744491915447627,30,0.006029007074339987,0.32547075142043724
249,15112,50,50,0,-0.0,30,0.0,0.0
250,7962,50,46,4,0.4021791902022728,1,0.008455836256568827,0.39877842882412295
251,23356,50,40,10,0.7219280948873623,5,0.015716905019158085,0.7105816195893558
252,21363,50,50,0,-0.0,30,0.0,0.0
253,32772,50,50,0,-0.0,30,0.0,0.0
254,31690,50,50,0,-0.0,30,0.0,0.0
255,59716,50,48,2,0.24229218908241482,6,0.012552733350252249,0.23925075984001443
256,69583,50,50,0,-0.0,30,0.0,0.0
257,10361,50,50,0,-0.0,30,0.0,0.0
258,43218,50,46,4,0.4021791902022728,2,0.009021001361253798,0.3985511311799902
259,41180,50,50,0,-0.0,30,0.0,0.0
260,21142,50,50,0,-0.0,30,0.0,0.0
261,53920,50,37,13,0.8267463724926178,2,0.008750378219801278,0.8195120290414588
262,29789,50,49,1,0.14144054254182067,2,0.005205652314796613,0.14070425225413175
263,34196,50,49,1,0.14144054254182067,30,0.0363982809667369,0.13629234993429576
264,68213,50,50,0,-0.0,30,0.0,0.0
265,71124,50,50,0,-0.0,30,0.0,0.0
266,63588,50,46,4,0.4021791902022728,1,0.00687461491466809,0.3994143631429391
267,28267,50,50,0,-0.0,30,0.0,0.0
268,48247,50,50,0,-0.0,30,0.0,0.0
269,21627,50,50,0,-0.0,30,0.0,0.0
270,44068,50,46,4,0.4021791902022728,1,0.005219734573571595,0.400079921578403
271,30279,50,50,0,-0.0,30,0.0,0.0
272,61374,50,48,2,0.24229218908241482,10,0.026315930954525012,0.23591604456370135
273,36523,50,49,1,0.14144054254182067,3,0.00955689500768732,0.14008881012691812
274,9066,50,33,17,0.9248187049730301,30,0.051048149796251364,0.8776084211871915
275,66639,50,49,1,0.14144054254182067,2,0.0056660130125297135,0.14063913858727944
276,41169,50,50,0,-0.0,30,0.0,0.0
277,11781,50,50,0,-0.0,30,0.0,0.0
278,71040,50,48,2,0.24229218908241482,9,0.019315285806964917,0.23761224620149288
279,57855,50,50,0,-0.0,30,0.0,0.0
280,63276,50,50,0,-0.0,30,0.0,0.0
281,2761,50,50,0,-0.0,30,0.0,0.0
282,49270,50,40,10,0.7219280948873623,16,0.027253587982231164,0.7022529640365048
283,34353,50,50,0,-0.0,30,0.0,0.0
284,58205,50,21,29,0.9814538950336537,7,0.023391581012482635,0.9584961367379576
285,36768,50,50,0,-0.0,30,0.0,0.0
286,44386,50,47,3,0.32744491915447627,10,0.022713904128915594,0.320007366653301
287,36372,50,50,0,-0.0,30,0.0,0.0
288,24441,50,49,1,0.14144054254182067,4,0.007763244809185517,0.14034250498412448
289,10355,50,50,0,-0.0,30,0.0,0.0
290,55158,50,50,0,-0.0,30,0.0,0.0
291,31208,50,50,0,-0.0,30,0.0,0.0
292,25761,50,50,0,-0.0,30,0.0,0.0
293,27021,50,41,9,0.6800770457282799,3,0.015036229931234957,0.6698512508977547
294,24493,50,50,0,-0.0,30,0.0,0.0
295,11252,50,50,0,-0.0,30,0.0,0.0
296,43037,50,36,14,0.8554508105601306,30,0.0009453422627978948,0.8546421167551632
297,51921,50,46,4,0.4021791902022728,6,0.019975869210490386,0.3941453112996113
298,34562,50,49,1,0.14144054254182067,30,0.0006254274580002787,0.14135208174284053
299,28733,50,50,0,-0.0,30,0.0,0.0
300,35175,50,31,19,0.9580420222262995,15,0.016014573430976443,0.9426993879113954
301,69045,50,50,0,-0.0,30,0.0,0.0
302,71876,50,10,40,0.7219280948873623,2,0.010374781553190798,0.7144382486057945
303,20504,50,50,0,-0.0,30,0.0,0.0
304,7026,50,25,25,1.0,6,0.012480255304338179,0.9875197446956618
305,3233,50,50,0,-0.0,30,0.0,0.0
306,3006,50,47,3,0.32744491915447627,2,0.009035314579782272,0.3244863513023642
307,36735,50,48,2,0.24229218908241482,15,0.0194339253817531,0.23758350075920565
308,45802,50,50,0,-0.0,30,0.0,0.0
309,33250,50,49,1,0.14144054254182067,17,0.027965025033119324,0.13748515422894064
310,32825,50,0,50,-0.0,30,0.0,0.0
311,6448,50,49,1,0.14144054254182067,11,0.018197121284104455,0.13886673183469758
312,46948,50,50,0,-0.0,30,0.0,0.0
313,32000,50,4,46,0.4021791902022728,3,0.012294882545269194,0.3972344442965844
314,53166,50,50,0,-0.0,30,0.0,0.0
315,7001,50,50,0,-0.0,30,0.0,0.0
316,60906,50,49,1,0.14144054254182067,11,0.01779275593932528,0.13892392548844829
317,13651,50,27,23,0.9953784388202257,1,0.013342427723382014,0.9820976739428539
318,586,50,47,3,0.32744491915447627,30,0.006029007074339987,0.32547075142043724
319,1036,50,50,0,-0.0,30,0.0,0.0
320,34813,50,50,0,-0.0,30,0.0,0.0
321,53151,50,49,1,0.14144054254182067,3,0.007096159259710245,0.14043685792616406
322,20262,50,50,0,-0.0,30,0.0,0.0
323,50199,50,31,19,0.9580420222262995,4,0.013889574865029711,0.944735225834743
324,57125,50,50,0,-0.0,30,0.0,0.0
325,46161,50,38,12,0.7950402793845223,7,0.01719714881673598,0.7813678533846473
326,58425,50,38,12,0.7950402793845223,30,0.03724012317867597,0.7654328814482337
327,6730,50,50,0,-0.0,30,0.0,0.0
328,74588,50,49,1,0.14144054254182067,17,0.020442379736804017,0.1385491612610012
329,61681,50,50,0,-0.0,30,0.0,0.0
330,13533,50,6,44,0.5293608652873644,2,0.010048357217898832,0.5240416582157807
331,53894,50,50,0,-0.0,30,0.0,0.0
332,70484,50,41,9,0.6800770457282799,1,0.009106086164366122,0.6738842055514708
333,36679,50,50,0,-0.0,30,0.0,0.0
334,6713,50,50,0,-0.0,30,0.0,0.0
335,4561,50,50,0,-0.0,30,0.0,0.0
336,63983,50,50,0,-0.0,30,0.0,0.0
337,27154,50,50,0,-0.0,30,0.0,0.0
338,33818,50,47,3,0.32744491915447627,11,0.015023724810807104,0.32252547679840243
339,19379,50,50,0,-0.0,30,0.0,0.0
340,63759,50,50,0,-0.0,30,0.0,0.0
341,59099,50,37,13,0.8267463724926178,2,0.012291249978305208,0.8165846261596541
342,1605,50,50,0,-0.0,30,0.0,0.0
343,19834,50,39,11,0.7601675029619657,1,0.011697520773102205,0.7512754278050309
344,68476,50,50,0,-0.0,30,0.0,0.0
345,11090,50,50,0,-0.0,30,0.0,0.0
346,64610,50,50,0,-0.0,30,0.0,0.0
347,6761,50,10,40,0.7219280948873623,30,0.007320571695439917,0.7166431685097868
348,54787,50,50,0,-0.0,30,0.0,0.0
349,62737,50,50,0,-0.0,30,0.0,0.0
350,24633,50,50,0,-0.0,30,0.0,0.0
351,65652,50,50,0,-0.0,30,0.0,0.0
352,62161,50,50,0,-0.0,30,0.0,0.0
353,49543,50,33,17,0.9248187049730301,30,0.0040414682898077744,0.9210810795030603
354,59050,50,40,10,0.7219280948873623,24,0.03248256347443125,0.6984780197212083
355,3875,50,48,2,0.24229218908241482,5,0.015317977564113214,0.23858076276609058
356,58554,50,50,0,-0.0,30,0.0,0.0
357,904,50,46,4,0.4021791902022728,2,0.010918373685387983,0.3977880475151577
358,10702,50,50,0,-0.0,30,0.0,0.0
359,55223,50,50,0,-0.0,30,0.0,0.0
360,47183,50,50,0,-0.0,30,0.0,0.0
361,37164,50,50,0,-0.0,30,0.0,0.0
362,18468,50,50,0,-0.0,30,0.0,0.0
363,68323,50,50,0,-0.0,30,0.0,0.0
364,6503,50,50,0,-0.0,30,0.0,0.0
365,34807,50,35,15,0.8812908992306927,4,0.011441225697505983,0.8712078511474365
366,71126,50,49,1,0.14144054254182067,9,0.012442702609741325,0.1396806399340123
367,41058,50,25,25,1.0,2,0.014341667821909916,0.9856583321780901
368,33921,50,49,1,0.14144054254182067,30,0.03370600966597998,0.13667314624774457
369,53201,50,0,50,-0.0,30,0.0,0.0
370,14771,50,50,0,-0.0,30,0.0,0.0
371,59814,50,41,9,0.6800770457282799,1,0.007931402810356496,0.6746830807365318
372,7885,50,50,0,-0.0,30,0.0,0.0
373,5881,50,50,0,-0.0,30,0.0,0.0
374,45797,50,49,1,0.14144054254182067,30,0.002618673655966501,0.14107015591918076
375,19555,50,50,0,-0.0,30,0.0,0.0
376,6360,50,50,0,-0.0,30,0.0,0.0
377,12238,50,50,0,-0.0,30,0.0,0.0
378,57274,50,49,1,0.14144054254182067,17,0.019937372472108538,0.13862058976250727
379,61706,50,50,0,-0.0,30,0.0,0.0
380,72440,50,22,28,0.9895875212220556,2,0.004754209244288013,0.9848828150806298
381,33001,50,50,0,-0.0,30,0.0,0.0
382,31347,50,26,24,0.9988455359952018,30,0.010141839631026524,0.9887154047529714
383,10421,50,50,0,-0.0,30,0.0,0.0
384,69456,50,50,0,-0.0,30,0.0,0.0
385,20841,50,50,0,-0.0,30,0.0,0.0
386,44444,50,1,49,0.14144054254182067,13,0.013956334995459852,0.13946655094816743
387,13018,50,49,1,0.14144054254182067,16,0.018073075833232848,0.13888427689056873
388,23503,50,40,10,0.7219280948873623,3,0.018523702065803477,0.7085553139447357
389,736,50,47,3,0.32744491915447627,3,0.00804619330643989,0.3248102340377478
390,65063,50,48,2,0.24229218908241482,2,0.012569060149133476,0.2392468039841728
391,61071,50,50,0,-0.0,30,0.0,0.0
392,59350,50,50,0,-0.0,30,0.0,0.0
393,34298,50,50,0,-0.0,30,0.0,0.0
394,3339,50,40,10,0.7219280948873623,2,0.01015835087302149,0.7145944959944044
395,57639,50,49,1,0.14144054254182067,16,0.020104129882326703,0.13859700350393314
396,41898,50,45,5,0.4689955935892812,30,0.0037531880462200757,0.4672353649336921
397,24935,50,50,0,-0.0,30,0.0,0.0
398,40491,50,50,0,-0.0,30,0.0,0.0
399,21592,50,50,0,-0.0,30,0.0,0.0
400,64268,50,50,0,-0.0,30,0.0,0.0
401,21221,50,50,0,-0.0,30,0.0,0.0
402,9693,50,24,26,0.9988455359952018,2,0.01224618824692769,0.9866134855318007
403,59049,50,50,0,-0.0,30,0.0,0.0
404,27439,50,32,18,0.9426831892554922,30,0.012679433518175074,0.9307305004286257
405,65774,50,49,1,0.14144054254182067,1,0.0034004293686173952,0.14095958396704827
406,4081,50,46,4,0.4021791902022728,1,0.013620648642214966,0.3967012487613171
407,9364,50,44,6,0.5293608652873644,2,0.008323555758985326,0.5249547006085201
408,34596,50,48,2,0.24229218908241482,1,0.003347691035544237,0.2414810696930413
409,9864,50,50,0,-0.0,30,0.0,0.0
410,58741,50,50,0,-0.0,30,0.0,0.0
411,51877,50,50,0,-0.0,30,0.0,0.0
412,61746,50,50,0,-0.0,30,0.0,0.0
413,49421,50,50,0,-0.0,30,0.0,0.0
414,41037,50,20,30,0.9709505944546686,2,0.011484837707995224,0.9597993844548752
415,31728,50,49,1,0.14144054254182067,30,0.043183746920064346,0.13533260994845808
416,55012,50,50,0,-0.0,30,0.0,0.0
417,37691,50,50,0,-0.0,30,0.0,0.0
418,5410,50,50,0,-0.0,30,0.0,0.0
419,63382,50,44,6,0.5293608652873644,4,0.010558699105206458,0.5237715031927233
420,13976,50,50,0,-0.0,30,0.0,0.0
421,66133,50,49,1,0.14144054254182067,5,0.007513693999297316,0.14037780158606683
422,15071,50,50,0,-0.0,30,0.0,0.0
423,1449,50,0,50,-0.0,30,0.0,0.0
424,38146,50,50,0,-0.0,30,0.0,0.0
425,41490,50,50,0,-0.0,30,0.0,0.0
426,69592,50,43,7,0.584238811642856,3,0.009585483023191007,0.578638600432364
427,23767,50,50,0,-0.0,30,0.0,0.0
428,49085,50,42,8,0.6343095546405662,3,0.010801885981321412,0.6274578151544761
429,65734,50,44,6,0.5293608652873644,2,0.01089138800220284,0.5235953907103377
430,64639,50,50,0,-0.0,30,0.0,0.0
431,71717,50,49,1,0.14144054254182067,4,0.005773068696780911,0.14062399657321675
432,12668,50,50,0,-0.0,30,0.0,0.0
433,30643,50,49,1,0.14144054254182067,1,0.0033278145807088756,0.1409698546420466
434,8755,50,50,0,-0.0,30,0.0,0.0
435,23712,50,50,0,-0.0,30,0.0,0.0
436,57840,50,49,1,0.14144054254182067,1,0.002063864664332925,0.1411486284039645
437,34947,50,50,0,-0.0,30,0.0,0.0
