cluster_id,cluster_json,candidate_count,top_feature,top_method_count,top_aggregated_score,output_dir
16,cluster_16.json,50,n_api_calls,5,0.7230268203378746,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_16
17,cluster_17.json,50,suspicious_Ljava/lang/Runtime;->exec,5,0.7123138277556509,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_17
18,cluster_18.json,50,suspicious_getSubscriberId,5,1.0,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_18
19,cluster_19.json,50,suspicious_getSubscriberId,5,0.6116490138632699,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_19
20,cluster_20.json,50,perm_android.permission.SYSTEM_ALERT_WINDOW,5,0.5805847816402533,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_20
21,cluster_21.json,50,intent_android.intent.action.USER_PRESENT,5,0.8,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_21
22,cluster_22.json,50,perm_android.permission.READ_PHONE_STATE,5,0.9037846807471084,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_22
23,cluster_23.json,50,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,5,1.0,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_23
24,cluster_24.json,50,n_permissions,5,0.969879838886093,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_24
25,cluster_25.json,50,perm_android.permission.RECEIVE_SMS,4,0.8171937340877438,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_25
26,cluster_26.json,50,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,4,0.8,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_26
27,cluster_27.json,50,perm_android.permission.WRITE_EXTERNAL_STORAGE,5,0.4003366662952958,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_27
28,cluster_28.json,50,perm_android.permission.RECEIVE_BOOT_COMPLETED,4,0.8,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_28
29,cluster_29.json,50,n_urls,4,0.7534962528542879,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_29
30,cluster_30.json,50,perm_android.permission.GET_TASKS,5,1.0,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_30
31,cluster_31.json,50,intent_android.intent.action.QUICKBOOT_POWERON,4,0.6762325593656782,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_31
32,cluster_32.json,50,suspicious_getSubscriberId,4,0.8,reports/entropy_knn/analysis/per_cluster_feature_vs_method/cluster_32
