perm_android_permission_DEVICE_POWER,perm_android_permission_CLEAR_APP_CACHE,perm_android_permission_PROCESS_OUTGOING_CALLS,n_permissions,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_READ_SETTINGS,intent_com_morgoo_droidplugin_ACTION_SHORTCUT_PROXY,perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_INSTALL_PACKAGES,perm_com_android_launcher2_permission_READ_SETTINGS,perm_android_permission_READ_LOGS,perm_android_permission_BATTERY_STATS,n_providers,n_api_calls,perm_android_permission_SET_WALLPAPER,perm_cn_nubia_launcher_permission_READ_SETTINGS,perm_android_permission_REORDER_TASKS,n_activities,n_services,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_DELETE_PACKAGES,perm_android_permission_WRITE_CALL_LOG,perm_android_permission_ACCESS_CACHE_FILESYSTEM,perm_android_permission_WRITE_SMS,perm_android_permission_READ_CALL_LOG,perm_android_permission_WRITE_MEDIA_STORAGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_GET_PACKAGE_SIZE,perm_android_permission_CHANGE_CONFIGURATION,label
0,0,0,47,1,0,1,0,1,0,1,1,0,3,47,0,0,0,156,18,1,0,0,0,1,0,0,1,1,0,1
0,1,0,38,0,0,0,0,0,0,0,0,0,1,69,0,0,0,159,12,1,0,0,0,0,0,0,1,0,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,1,0,1,0,1,0,1,1,0,3,48,0,0,0,155,19,1,0,0,0,1,0,0,1,1,0,1
0,0,0,37,1,0,1,0,1,0,0,0,1,2,61,0,0,0,162,24,1,0,0,0,0,0,0,1,0,0,1
0,0,1,44,0,0,0,0,0,0,0,0,0,0,82,0,0,0,156,11,1,0,0,0,0,1,0,1,0,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,149,36,1,0,0,0,0,1,0,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,149,36,1,0,0,0,0,1,0,1,1,1,1
0,1,0,140,1,0,1,0,1,0,1,1,0,23,26,0,1,1,663,44,1,0,1,0,1,1,0,1,1,0,0
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,148,36,1,0,0,0,0,1,0,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,148,36,1,0,0,0,0,1,0,1,1,1,1
0,0,0,35,0,0,1,0,0,0,0,0,0,5,85,0,0,1,159,16,1,0,0,0,0,0,0,1,0,0,1
0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,234,29,0,0,0,0,0,0,0,0,0,0,0
0,0,1,36,0,0,0,0,0,0,0,0,0,3,41,0,0,1,159,12,1,0,0,0,0,0,0,1,0,1,0
1,0,1,48,1,0,1,0,0,0,0,1,0,5,0,0,0,0,255,15,1,0,0,0,0,0,0,1,0,0,1
0,0,0,14,0,0,0,0,0,0,0,0,0,6,17,0,0,0,214,12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,1,1,0,0,0,0,0,1,1,15,45,0,0,0,151,31,1,0,0,0,0,0,0,1,0,0,1
0,0,0,27,0,1,0,0,0,0,0,0,0,5,4,0,0,0,256,18,1,0,0,0,0,0,0,1,0,0,0
0,1,0,42,0,1,0,0,0,0,0,1,0,3,40,0,0,0,166,21,1,0,0,1,0,0,0,1,0,1,1
0,0,0,38,1,1,0,0,0,0,0,1,1,0,72,0,0,0,169,12,1,0,0,0,0,0,0,1,1,1,1
0,0,0,35,1,0,1,0,1,0,0,0,0,1,2,0,0,0,252,18,1,0,0,0,0,0,0,1,0,0,1
0,0,0,13,0,0,0,0,0,0,0,0,0,2,22,0,0,0,163,8,0,0,0,0,0,0,0,0,0,0,0
1,1,1,226,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
1,1,1,226,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
1,1,1,226,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,141,36,1,0,0,0,0,1,0,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,141,36,1,0,0,0,0,1,0,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,141,36,1,0,0,0,0,1,0,1,1,1,1
0,1,1,120,1,1,1,0,0,0,1,1,1,4,49,1,0,0,141,36,1,0,0,0,0,1,0,1,1,1,1
1,1,1,227,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,21,1,0,1,0,1,0,0,0,0,3,74,0,0,1,153,23,0,0,0,0,0,0,0,0,0,0,0
0,0,1,61,1,1,1,0,1,0,0,1,0,7,65,1,0,1,139,39,1,0,0,0,0,1,0,1,0,0,1
1,1,1,227,1,1,1,0,1,1,1,1,1,106,4,1,1,1,322,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,36,0,1,0,0,0,0,0,1,0,2,44,0,0,0,167,5,1,0,0,0,0,0,0,1,0,1,1
1,1,1,230,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
1,1,1,230,1,1,1,0,1,1,1,1,1,106,4,1,1,1,324,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,21,0,0,0,0,0,0,0,0,0,3,21,0,0,0,166,8,0,0,0,0,0,0,0,0,0,0,0
0,1,0,45,1,1,0,0,0,0,0,1,0,17,69,1,0,0,215,52,1,0,0,0,0,0,0,1,1,1,1
1,1,1,226,1,1,1,0,1,1,1,1,1,106,4,1,1,1,317,114,1,1,1,1,1,1,1,1,1,1,1
0,0,1,40,1,1,1,0,0,0,0,1,0,1,87,0,0,1,146,9,1,0,0,0,1,0,0,1,0,0,1
0,0,0,56,0,0,0,0,0,0,0,1,0,16,64,0,0,1,170,41,1,0,0,0,0,0,0,0,0,1,0
0,0,1,30,1,1,0,0,0,0,0,1,1,1,72,0,0,0,152,11,1,0,0,0,0,0,0,1,0,0,1
0,0,1,30,1,1,0,0,0,0,0,1,1,1,72,0,0,0,152,11,1,0,0,0,0,0,0,1,0,0,1
0,0,0,45,0,0,0,0,0,0,0,1,0,2,32,0,0,0,174,26,1,0,0,0,0,0,0,1,0,0,0
1,1,1,224,1,1,1,0,1,1,1,1,1,105,4,1,1,1,311,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,23,0,0,0,0,0,0,0,0,0,4,35,0,0,0,155,4,1,0,0,0,0,0,0,1,0,0,0
1,1,1,224,1,1,1,0,1,1,1,1,1,105,4,1,1,1,309,114,1,1,1,1,1,1,1,1,1,1,1
0,0,1,86,1,0,1,0,1,0,1,1,0,5,0,0,0,0,225,25,1,0,0,0,1,0,0,1,0,0,1
0,0,0,35,0,1,0,0,0,0,0,1,1,9,5,0,0,1,238,18,1,0,0,0,0,0,0,1,0,1,1
0,0,0,53,1,1,1,0,0,0,0,1,1,1,55,0,0,0,140,8,1,0,0,0,1,1,0,1,0,0,1
0,0,0,21,0,0,0,0,0,0,0,0,0,3,33,0,0,0,154,82,1,0,0,0,0,0,0,0,0,0,0
0,0,0,24,0,0,0,0,0,0,0,1,0,7,71,0,0,0,146,14,1,0,0,0,0,0,0,1,0,0,1
0,0,1,50,1,0,0,0,0,0,0,1,0,8,71,0,0,1,161,29,1,0,1,0,1,1,0,0,0,1,0
0,1,0,44,0,1,0,0,0,0,0,1,0,26,4,0,0,0,232,17,1,0,0,0,1,1,0,1,1,0,1
1,1,1,235,1,1,1,0,1,1,1,1,1,109,6,1,1,1,308,119,1,1,1,1,1,1,1,1,1,1,1
1,1,1,224,1,1,1,0,1,1,1,1,1,105,4,1,1,1,305,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0,240,28,1,0,0,0,0,0,0,1,1,0,1
0,0,1,38,1,1,1,0,0,0,0,1,0,0,64,0,0,1,140,9,1,0,0,0,1,0,0,1,0,0,1
0,0,1,38,1,1,1,0,0,0,0,1,0,0,64,0,0,1,140,9,1,0,0,0,1,0,0,1,0,0,1
0,0,0,35,1,0,1,0,0,0,0,0,0,3,74,1,0,0,143,15,1,0,0,0,0,0,0,0,0,0,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,1,0,112,1,1,1,0,0,0,1,1,1,2,69,1,0,0,129,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,43,1,1,1,0,0,0,0,1,0,2,33,0,0,0,147,14,1,0,0,0,0,0,0,1,0,0,1
0,0,0,28,0,0,0,0,0,0,0,0,0,2,34,0,0,0,148,13,1,0,0,0,0,0,0,1,0,1,1
0,0,0,37,1,1,0,0,0,0,0,1,1,4,31,0,0,0,176,11,1,0,0,0,0,0,0,1,0,0,1
0,0,1,31,0,1,0,0,0,0,0,1,1,0,85,0,0,0,154,7,1,0,0,0,0,0,0,1,0,0,1
0,0,0,63,1,1,1,0,0,0,0,1,0,12,68,0,0,0,187,29,1,0,0,0,0,0,0,1,0,1,0
0,0,0,44,1,0,1,0,0,0,0,1,1,12,37,0,0,0,138,38,1,0,0,0,0,0,0,0,1,0,0
1,1,1,165,1,1,1,0,1,1,1,1,1,108,18,1,1,1,228,108,1,1,1,1,1,1,1,1,1,1,1
0,0,0,25,0,1,0,0,0,0,0,1,1,10,40,0,0,0,141,22,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34,0,0,1,0,0,0,0,1,0,1,29,0,0,0,142,12,1,0,0,0,0,0,0,1,0,0,0
0,0,0,30,1,0,1,0,0,0,0,1,0,1,82,0,0,0,141,17,1,0,0,0,0,0,0,1,0,0,1
0,0,0,36,0,1,0,0,0,0,0,1,0,5,35,0,0,0,143,11,1,0,0,0,0,0,0,1,0,1,1
0,0,0,43,1,1,1,0,0,0,0,1,0,0,79,0,0,0,134,12,1,0,0,0,1,0,0,1,0,1,1
0,0,0,15,0,0,0,1,0,0,0,0,1,9,4,0,0,0,237,11,0,0,0,0,0,0,0,1,0,0,1
0,0,0,47,0,1,1,0,0,0,0,1,0,0,14,0,0,0,191,9,1,0,0,0,1,0,0,1,0,1,1
0,0,0,33,0,1,0,0,0,0,0,0,0,2,44,0,0,0,151,9,1,0,0,0,0,0,0,1,0,0,1
1,1,1,224,1,1,1,0,1,1,1,1,1,104,4,1,1,1,289,113,1,1,1,1,1,1,1,1,1,1,1
0,0,0,19,0,0,0,0,0,0,0,1,0,4,29,0,0,0,151,19,0,0,0,0,0,0,0,0,0,0,0
0,0,1,22,1,0,0,0,0,0,0,1,0,5,48,0,0,0,142,39,0,0,0,0,0,0,0,0,0,0,0
0,1,0,49,1,1,1,0,1,0,0,1,0,6,59,1,0,0,147,40,1,0,0,0,0,0,0,1,1,0,1
0,1,0,49,1,1,1,0,1,0,0,1,0,6,59,1,0,0,147,40,1,0,0,0,0,0,0,1,1,0,1
0,1,0,49,1,1,1,0,1,0,0,1,0,6,59,1,0,0,147,40,1,0,0,0,0,0,0,1,1,0,1
0,1,0,49,1,1,1,0,1,0,0,1,0,6,59,1,0,0,147,40,1,0,0,0,0,0,0,1,1,0,1
0,0,0,37,0,0,0,0,0,0,0,1,0,3,0,0,0,0,228,23,1,0,0,0,0,0,0,1,0,0,1
1,1,1,229,1,1,1,0,1,1,1,1,1,109,3,1,1,1,298,119,1,1,1,1,1,1,1,1,1,1,1
0,0,0,27,0,0,0,0,0,0,0,1,0,0,59,0,0,0,142,8,1,0,0,0,0,0,1,1,0,1,1
0,0,0,21,0,0,0,0,0,0,0,0,0,5,36,0,0,0,138,32,0,0,0,0,0,0,0,0,0,0,0
0,1,0,49,1,1,1,0,1,0,0,1,0,6,59,1,0,0,147,40,1,0,0,0,0,0,0,1,1,0,1
0,0,0,40,0,1,1,0,0,0,0,1,0,0,57,0,0,0,134,2,1,0,0,0,0,0,0,1,0,0,0
0,0,0,38,0,0,0,0,0,0,0,0,0,7,32,1,0,0,168,31,0,0,0,0,0,0,0,0,1,0,0
0,0,0,21,0,0,0,0,0,0,0,0,0,4,25,0,0,0,143,13,0,0,0,0,0,0,0,0,0,0,0
1,1,1,219,1,1,1,0,1,1,1,1,1,103,4,1,1,1,279,112,1,1,1,1,1,1,1,1,1,1,1
0,0,1,21,1,0,1,0,0,0,0,1,0,0,92,0,0,0,138,13,0,0,0,0,0,0,0,1,0,1,1
0,0,0,35,0,0,0,0,0,0,0,0,0,3,28,1,0,0,136,14,1,0,0,0,0,0,0,1,0,0,1
0,0,0,29,0,0,0,0,0,0,0,1,0,6,5,0,0,0,226,8,1,0,0,0,0,0,0,1,1,0,0
0,0,0,66,0,0,0,0,0,0,0,1,0,5,7,0,0,1,193,17,1,0,0,0,0,0,0,1,0,0,0
