perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_ACTION_POWER_DISCONNECTED,suspicious_getSubscriberId,intent_android_intent_action_ACTION_POWER_CONNECTED,n_activities,perm_android_permission_READ_LOGS,perm_android_permission_RECORD_AUDIO,perm_android_permission_READ_PHONE_STATE,intent_co_ronash_pushe_RECEIVE,intent_com_evernote_android_job_ADD_JOB_CREATOR,intent_com_igexin_sdk_action_refreshls,intent_co_ronash_pushe_service_ScreenStateService,perm_android_permission_RESTART_PACKAGES,n_providers,n_urls,n_api_calls,perm_android_permission_WRITE_CALENDAR,suspicious_getCellLocation,n_receivers,label
0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,1,0,0,0,0,0,2,49,17,0,0,4,0
0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,25,0,1,0,0,0,0,0,0,4,37,22,0,0,6,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,63,18,0,0,5,0
0,0,13,0,0,1,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,2,40,14,0,0,7,0
1,0,13,0,0,0,1,0,0,0,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,57,30,0,0,3,0
0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,1,0,0,0,0,0,5,46,17,0,0,8,0
0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,1,0,0,0,0,0,3,37,11,0,0,5,0
1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,1,0,0,0,0,0,0,38,25,0,0,2,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,38,19,0,0,2,0
0,0,16,0,1,1,1,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,3,52,14,0,0,4,0
0,1,7,0,0,1,0,0,0,0,0,1,1,0,1,13,0,0,0,0,0,0,0,0,0,43,26,0,0,2,1
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,8,56,28,0,0,4,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,42,17,0,0,4,0
1,1,14,1,1,1,0,0,1,1,1,1,0,1,0,13,1,0,1,0,0,0,0,0,0,42,25,0,1,8,1
0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,42,5,0,0,5,0
0,0,18,0,0,1,0,0,0,0,1,1,0,0,0,25,0,0,1,0,0,0,0,0,4,60,15,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,1,0
0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,1,0,0,0,0,0,3,37,11,0,0,5,0
0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,0,43,18,0,0,0,0
0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0,0,0,3,36,23,0,0,5,0
0,0,14,0,1,1,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,41,28,0,0,7,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,60,19,0,0,0,0
0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,42,25,0,0,7,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,39,24,1,0,6,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,51,28,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,47,20,0,0,4,0
0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,1,44,15,0,0,8,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,1,46,23,0,0,3,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,38,23,0,0,4,0
1,0,13,0,0,1,0,0,0,0,0,1,0,1,0,27,0,0,0,0,0,0,0,0,3,50,30,0,0,6,1
0,0,14,0,0,1,1,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,1,58,22,0,0,3,0
0,1,11,0,0,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,6,50,32,0,0,9,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,1,52,9,0,0,0,0
0,0,12,0,0,1,1,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,0,52,28,0,0,3,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,52,25,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,45,12,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,2,50,29,0,0,7,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,36,21,0,0,3,0
1,1,9,0,1,1,0,0,0,0,1,1,0,0,0,29,0,0,1,0,0,0,0,0,0,40,26,0,0,4,1
0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,45,31,0,0,5,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,53,24,0,0,3,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,35,20,0,0,5,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,61,21,0,0,5,0
0,0,14,0,0,1,0,0,0,0,0,1,0,0,0,23,0,0,1,0,0,0,0,0,2,46,4,0,0,9,0
0,1,12,0,0,1,1,0,1,1,1,1,0,1,0,26,0,0,1,0,0,0,0,0,0,60,26,0,1,2,1
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,42,6,0,0,5,0
1,0,21,0,1,1,0,0,1,1,1,0,1,0,1,19,0,0,0,0,0,0,0,0,2,42,23,0,0,9,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,45,26,0,0,2,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,45,26,0,0,2,0
0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,3,40,27,0,1,9,0
0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,47,22,0,0,7,0
0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,47,25,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,54,23,0,0,2,0
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,50,5,0,0,2,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,3,38,10,0,0,4,0
1,1,23,0,1,1,0,0,0,0,0,1,0,1,0,18,0,0,1,0,0,0,0,0,3,47,16,0,0,3,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,49,11,0,0,5,0
0,1,12,0,0,1,1,0,1,1,1,1,0,1,0,27,0,0,1,0,0,0,0,0,0,57,28,0,1,3,1
0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,46,15,0,0,7,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,51,15,0,0,2,0
0,0,8,0,0,0,1,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,2,59,17,0,0,5,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,61,22,0,0,5,0
0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,32,0,0,0,0,0,0,0,0,3,48,24,0,0,2,0
0,0,17,0,0,1,1,0,1,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,57,22,0,0,0,0
1,0,10,0,0,0,1,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,1,41,21,0,0,1,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,61,23,0,0,3,0
0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,43,28,0,1,3,0
1,1,15,0,0,0,0,1,0,0,0,1,0,0,0,8,0,1,1,0,0,0,0,0,0,52,21,0,0,5,0
0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,36,16,0,0,1,0
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,55,11,0,1,1,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
1,1,22,1,1,1,1,1,1,0,1,1,0,0,0,21,0,1,1,0,0,0,0,0,1,53,27,1,0,7,1
0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,39,14,0,0,2,0
1,0,12,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,2,47,20,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,2,37,19,0,0,1,0
1,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,1,54,30,0,0,2,1
0,0,10,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,1,0,0,0,0,0,6,43,16,0,0,4,0
1,0,13,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,63,20,0,0,3,0
0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,1,35,21,0,0,4,0
0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,39,14,0,0,1,0
0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,54,24,0,0,2,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,40,20,0,0,2,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,60,18,0,0,2,0
1,0,13,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,63,20,0,0,3,0
0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,3,42,28,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,41,18,0,0,4,0
0,0,20,0,0,1,0,0,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,1,49,14,0,0,7,0
0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,5,53,30,0,0,3,0
0,0,25,0,0,1,0,0,0,1,0,1,0,0,0,22,0,0,0,0,0,0,0,0,2,49,19,0,0,8,1
