cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,n_selected_features_raw,n_selected_features_analysis,threshold_pass_count,used_fallback,selection_mode,mean_reduction_ratio,mean_conditional_entropy
181,69320,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
182,63845,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
183,8140,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
184,21966,30,21,9,0.8812908992306927,23,23,23,23,False,threshold_top_k,0.022847542297265353,0.8611555681343247
185,34873,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
186,37370,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
187,63953,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
188,50776,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
189,74536,30,29,1,0.21084230031853213,15,15,15,15,False,threshold_top_k,0.02155463926588134,0.2062976705931776
190,19906,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
191,49989,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
192,60563,30,2,28,0.35335933502142136,2,2,2,2,False,threshold_top_k,0.007892195655406132,0.3505705540127682
193,62243,30,29,1,0.21084230031853213,5,5,5,5,False,threshold_top_k,0.008038947345447495,0.2091473501680785
194,27264,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
195,74263,30,26,4,0.5665095065529053,0,30,0,0,True,fallback_top_k,0.0,0.5665095065529053
196,52120,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
197,61946,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
198,18358,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
199,14101,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
200,71844,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
201,70292,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
202,52346,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
203,27818,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
204,34693,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
205,4362,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
206,27694,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
207,52147,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
208,6774,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
209,16974,30,25,5,0.6500224216483541,4,4,4,4,False,threshold_top_k,0.0203943528962761,0.6367656349907657
210,10454,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
211,5923,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
212,17732,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
213,58350,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
214,25375,30,15,15,1.0,2,2,2,2,False,threshold_top_k,0.007359404249210828,0.9926405957507892
215,46989,30,29,1,0.21084230031853213,0,30,0,0,True,fallback_top_k,0.003638709251860686,0.21007510648967956
216,27399,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
217,34318,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
218,58310,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
219,35093,30,29,1,0.21084230031853213,4,4,4,4,False,threshold_top_k,0.007638801251481226,0.20923171789099382
220,2595,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
221,44030,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
222,35261,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
223,33121,30,29,1,0.21084230031853213,8,8,8,8,False,threshold_top_k,0.029537827160825803,0.20461447689353246
224,67186,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
225,67593,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
226,32535,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
227,6200,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
228,59080,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
229,59454,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
230,41538,30,29,1,0.21084230031853213,4,4,4,4,False,threshold_top_k,0.008657167733810913,0.20901700315929214
231,7747,30,29,1,0.21084230031853213,1,1,1,1,False,threshold_top_k,0.00417486468359048,0.20996206224512537
232,58950,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
233,27085,30,0,30,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
234,54062,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
235,33637,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
236,1699,30,22,8,0.8366407419411672,15,15,15,15,False,threshold_top_k,0.018418056906962504,0.8212314451454115
237,64114,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
238,45454,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
239,72567,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
240,50651,30,28,2,0.35335933502142136,3,3,3,3,False,threshold_top_k,0.014602464771356873,0.3481994177801411
241,71835,30,29,1,0.21084230031853213,5,5,5,5,False,threshold_top_k,0.009863877023519154,0.2087625777968343
242,16052,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
243,12441,30,1,29,0.21084230031853213,23,23,23,23,False,threshold_top_k,0.024317721186865864,0.2057150960449887
244,13444,30,14,16,0.9967916319816366,0,30,0,0,True,fallback_top_k,0.002188222916517084,0.9946104296895419
245,40961,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
246,42275,30,20,10,0.9182958340544896,0,30,0,0,True,fallback_top_k,0.012159445925349255,0.9071298655168307
247,9710,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
248,33648,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
249,7093,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
250,7943,30,19,11,0.9480782435939055,10,10,10,10,False,threshold_top_k,0.016846231147147325,0.932106698356741
251,32334,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
252,41428,30,0,30,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
253,59467,30,29,1,0.21084230031853213,20,20,20,20,False,threshold_top_k,0.037258748853822195,0.20298658000320188
254,55549,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
255,5074,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
256,32771,30,27,3,0.4689955935892812,3,3,3,3,False,threshold_top_k,0.016005197213469234,0.46148922662163677
257,43754,30,29,1,0.21084230031853213,16,16,16,16,False,threshold_top_k,0.03220809317933032,0.20405147186372857
258,61828,30,21,9,0.8812908992306927,0,30,0,0,True,fallback_top_k,0.008485967808506398,0.8738122930298916
259,41551,30,20,10,0.9182958340544896,6,6,6,6,False,threshold_top_k,0.010542709555239668,0.9086145077902668
260,12782,30,29,1,0.21084230031853213,3,3,3,3,False,threshold_top_k,0.006886708871617342,0.2093902907784164
261,42288,30,20,10,0.9182958340544896,4,4,4,4,False,threshold_top_k,0.014319785260652593,0.9051460349050776
262,10828,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
263,47076,30,23,7,0.783776947484701,0,30,0,0,True,fallback_top_k,0.003783658890684664,0.7808114028690366
264,49934,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
265,43540,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
266,24047,30,29,1,0.21084230031853213,21,21,21,21,False,threshold_top_k,0.03243135335679525,0.20400439917434232
267,12069,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
268,54760,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
269,54945,30,27,3,0.4689955935892812,10,10,10,10,False,threshold_top_k,0.019958550623761135,0.45963512129230866
270,32365,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
271,40854,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
272,30410,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
273,62262,30,15,15,1.0,3,3,3,3,False,threshold_top_k,0.013494225392367132,0.9865057746076329
274,58158,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
275,17264,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
276,52336,30,24,6,0.7219280948873623,4,4,4,4,False,threshold_top_k,0.011453387434002212,0.7136595727171261
277,31150,30,28,2,0.35335933502142136,8,8,8,8,False,threshold_top_k,0.014489798143828465,0.3482392295847236
278,64159,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
279,62717,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
280,66327,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
281,15044,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
282,5705,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
283,44281,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
284,33498,30,20,10,0.9182958340544896,8,8,8,8,False,threshold_top_k,0.015516532836451304,0.9040470665918069
285,57790,30,28,2,0.35335933502142136,2,2,2,2,False,threshold_top_k,0.007329568044562498,0.35076936373120055
286,35555,30,27,3,0.4689955935892812,1,1,1,1,False,threshold_top_k,0.005646599731247832,0.4663473631965636
287,71494,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
288,20386,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
289,74880,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
290,61456,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
291,10514,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
292,52730,30,29,1,0.21084230031853213,30,30,30,33,False,threshold_top_k,0.05198179638491774,0.19988233879404657
