perm_android_permission_SET_WALLPAPER,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_ADDED,intent_com_yandex_metrica_IMetricaService,suspicious_getSubscriberId,suspicious_system_bin_su,perm_android_permission_ACCESS_COARSE_UPDATES,intent_android_intent_action_DATA_SMS_RECEIVED,n_api_calls,n_providers,n_services,perm_android_permission_READ_LOGS,intent_com_inmobi_share_id,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_google_firebase_MESSAGING_EVENT,suspicious_getCellSignalStrength,intent_com_xiaomi_push_PING_TIMER,intent_com_xiaomi_mipush_ERROR,intent_com_xiaomi_mipush_RECEIVE_MESSAGE,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,suspicious_Landroid_telephony_SmsMessage___getMessageBody,perm_android_permission_WRITE_SETTINGS,n_activities,n_used_permissions,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,label
0,1,0,0,0,0,0,0,19,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33,9,0,0,0,0
0,0,0,0,1,0,0,0,28,6,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,36,10,1,0,1,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,6,1,1,0,0
0,0,0,0,0,0,0,0,27,2,10,0,0,1,0,1,0,1,1,0,0,0,0,1,0,35,12,1,0,0,0
0,0,0,0,0,0,0,0,12,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,5,1,0,0,1
0,1,1,0,0,1,0,0,31,1,14,0,0,1,0,1,0,1,1,0,0,0,0,0,0,35,12,1,0,1,1
0,1,0,0,0,0,0,0,28,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,31,12,0,0,0,0
0,0,0,0,0,1,0,0,19,7,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,50,11,1,1,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,1,0,0,1,0,1,0,36,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,48,10,0,1,0,0
0,0,0,0,0,0,0,0,25,1,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,51,10,1,1,0,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,23,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,12,1,0,0,0
0,0,0,0,0,0,0,0,18,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,8,1,1,0,0
0,1,0,0,1,0,0,0,25,2,9,0,0,1,0,1,1,1,0,0,0,0,0,0,0,56,10,1,1,0,0
0,0,0,0,0,1,0,0,22,5,14,0,0,1,0,1,0,1,1,0,0,0,0,0,0,46,12,1,0,1,0
0,1,1,1,0,1,0,0,31,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,33,12,0,1,0,0
0,1,0,0,0,1,1,0,27,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,11,0,1,0,0
0,1,1,1,0,1,0,0,38,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,44,16,1,0,0,0
0,1,0,0,0,0,0,0,34,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,42,15,1,0,0,0
0,0,0,0,0,0,0,0,31,4,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,55,12,1,1,0,0
0,0,0,0,1,0,0,0,31,7,10,0,0,1,0,1,0,1,1,0,0,0,0,1,0,39,14,1,1,0,0
0,0,0,0,1,0,0,0,24,2,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,29,10,1,0,0,0
0,0,0,0,0,0,0,0,32,3,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,37,9,1,1,0,0
0,0,0,0,0,1,0,0,35,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,16,0,0,1,0
0,1,0,0,0,1,0,0,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,10,0,0,0,0
0,0,0,0,1,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0
0,0,0,0,0,1,0,0,16,6,9,0,0,1,0,1,0,1,1,0,0,0,0,1,0,35,8,1,1,1,0
0,1,1,1,0,1,0,0,32,2,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,44,12,1,1,1,0
0,0,0,0,0,0,0,0,22,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,9,1,1,0,0
0,0,0,0,0,0,0,0,34,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,49,11,1,1,0,0
0,1,0,0,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,34,11,0,0,0,0
0,0,0,0,0,0,0,0,22,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,9,1,1,0,0
0,0,0,0,0,0,0,0,22,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,9,1,1,0,0
0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,0,0,0,0
0,0,0,0,0,0,0,0,25,4,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,55,12,1,0,1,0
0,0,0,0,0,0,0,0,27,5,8,0,0,1,0,1,1,1,0,0,0,0,0,0,0,32,14,1,1,1,0
0,0,0,0,0,0,0,0,33,8,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43,17,1,0,1,0
0,0,0,0,0,0,0,0,27,6,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,8,1,1,1,0
0,1,0,0,0,1,0,0,33,1,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,33,13,1,1,0,0
0,1,1,1,0,1,0,0,37,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,48,13,0,1,0,1
0,1,0,0,0,1,0,0,25,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,32,12,1,1,1,0
0,0,0,0,0,0,0,0,24,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29,8,1,0,0,1
0,0,0,0,0,0,0,0,30,7,16,0,0,1,0,1,0,1,0,0,0,0,0,0,0,40,13,1,0,1,0
0,0,0,0,0,0,0,0,32,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47,15,1,0,1,0
0,0,0,0,0,0,0,0,28,2,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,49,13,1,0,1,0
0,0,0,0,0,0,0,0,31,10,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,42,15,1,0,1,0
0,0,0,0,0,0,0,0,24,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,8,1,1,0,0
0,0,0,0,0,0,0,0,19,1,8,0,0,1,0,1,1,1,0,0,0,0,0,0,0,33,10,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,1,0,0,19,7,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,11,1,1,1,0
0,0,0,0,0,0,0,0,20,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30,7,1,0,0,0
0,0,1,0,0,0,0,0,25,2,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,36,12,1,0,0,0
0,0,0,0,0,0,0,0,20,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30,7,1,0,0,0
0,1,0,0,1,0,1,0,36,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,49,10,0,1,0,0
0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,9,0,0,0,1
0,0,0,0,0,0,0,0,23,2,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,29,8,1,0,0,0
0,0,0,0,1,0,0,0,32,4,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,14,1,0,1,0
0,0,0,0,0,0,0,0,23,2,12,0,0,1,0,1,1,1,0,0,0,0,0,0,0,45,12,1,1,0,0
0,0,0,0,0,0,0,0,28,4,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,54,15,1,0,0,0
0,1,0,0,1,0,1,0,36,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,49,10,0,1,0,0
0,1,0,0,0,0,0,0,27,1,11,0,0,1,0,1,0,1,1,0,0,0,0,0,0,32,11,1,0,0,0
0,0,0,0,0,0,0,0,22,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,9,1,1,0,1
0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0
0,1,1,0,0,1,0,0,24,5,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,49,10,1,0,1,0
0,0,0,0,0,0,0,0,29,5,9,0,0,1,0,1,0,1,0,0,0,0,0,0,1,43,16,1,1,1,0
0,0,0,0,0,0,0,0,21,3,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39,8,1,1,0,0
0,0,0,0,0,0,0,0,21,7,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,9,1,0,0,0
0,0,0,0,0,1,0,0,26,5,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,37,15,1,0,1,0
0,0,1,0,0,0,0,0,32,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,9,1,0,0,0
0,0,1,0,0,0,0,0,32,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,9,1,0,0,0
0,0,1,0,0,0,0,0,32,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,9,1,0,0,0
0,0,0,0,0,0,0,0,24,4,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,42,9,1,0,1,0
0,1,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,0,0,0
0,1,0,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,1,0,0
0,0,0,0,0,0,0,0,27,3,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,56,14,1,1,1,0
0,1,0,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,1,0,0
0,0,0,0,0,1,0,0,25,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43,10,1,0,0,0
0,0,0,0,0,1,0,0,20,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,9,1,0,0,0
0,0,0,0,0,0,0,0,32,1,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,9,1,1,0,0
0,0,0,0,0,1,0,0,25,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43,10,1,0,0,0
0,1,1,0,0,0,0,0,36,4,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,39,16,1,0,1,0
0,1,0,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0
0,0,0,0,0,1,0,0,22,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,9,1,0,0,0
0,1,0,0,1,0,0,0,13,2,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,50,7,1,0,1,0
0,0,0,0,0,0,0,0,23,4,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,12,1,1,1,0
0,0,0,0,0,0,0,0,31,5,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,56,15,1,1,1,0
0,1,0,0,1,1,0,0,29,2,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,38,12,1,1,1,0
0,0,0,0,0,0,0,0,27,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,10,1,1,1,0
0,0,0,0,0,0,0,0,31,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,0,0,0
0,0,0,0,0,0,0,0,22,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,9,1,1,0,0
0,1,1,1,0,1,0,0,36,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,49,12,0,1,0,0
0,0,0,0,0,1,0,0,16,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,7,1,0,0,1
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,1,0,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,7,1,1,0,0
0,1,0,0,0,1,0,0,35,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,36,13,0,0,0,0
0,1,1,1,0,1,0,0,38,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,46,13,0,1,0,0
0,0,0,0,0,0,0,0,34,4,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48,17,1,0,1,0
0,0,0,0,0,0,0,0,23,4,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,10,1,1,1,0
0,0,0,0,0,0,0,0,38,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,11,1,0,0,0
0,0,0,0,0,0,0,0,25,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,37,10,1,0,0,0
0,0,0,0,0,0,0,0,24,2,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,51,7,1,1,0,0
0,0,0,0,0,0,0,0,16,3,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0,43,8,1,1,0,0
0,0,0,0,0,1,0,0,35,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43,15,0,0,1,0
0,0,0,0,0,1,0,0,25,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29,9,1,0,0,1
0,0,0,0,0,0,0,0,25,6,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,44,9,1,0,1,0
0,0,0,0,0,0,0,0,24,6,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,9,1,1,1,0
0,0,0,0,0,0,0,0,22,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,9,1,0,0,0
0,0,0,0,0,0,0,0,29,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,36,12,1,1,0,0
0,0,0,0,0,0,0,0,23,2,14,0,0,1,0,1,1,1,0,0,0,0,0,0,0,44,12,1,1,0,0
0,1,0,1,0,1,0,0,35,10,13,0,0,1,0,1,0,1,1,0,0,0,0,0,0,46,13,1,0,1,0
0,0,0,0,0,1,0,0,24,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,8,1,1,0,1
0,0,0,0,0,0,0,0,23,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,31,14,1,0,1,0
0,0,0,0,0,0,0,0,15,3,10,0,0,1,0,1,0,1,0,0,0,0,0,0,1,42,9,1,0,0,0
0,1,1,0,1,0,0,0,28,3,7,1,0,1,0,0,0,0,0,1,1,1,0,0,0,43,12,1,1,0,0
0,0,0,0,0,0,0,0,22,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,29,9,1,0,0,0
