top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,batch_feature_names,ig_gain,mi_gain,mean_ig_change
1410,6.563339449112242,4.5493602342571835,0.00465485067312925,0.0032264966200405555,0.00026220518124320247,0.00018174678210660622,intent_com.jjwxc.reader.intent.action.COMMAND|intent_com.lf.entrance.send.tell.goto|intent_android.gzcpc.conn.CONNECTIVITY_CHANGE|intent_com.igexin.sdk.action.aNljKUoog46zrtgii2Ms75|intent_android.ad.ACTION_SHOW_TIP|perm_com.m4399.gamecenter.permission.C2D_MESSAGE|perm_com.storm.smart.permission.MIPUSH_RECEIVE|perm_com.m4399.gamecenter.push.permission.MESSAGE|intent_com.igexin.sdk.action.4xjs63Ghnu5VGb84qOaF54|intent_com.sogou.pushservice.action.notification.CLICK,0.0026543674657490968,0.0018398673251285302,-3.1352956618244804e-05
1420,6.565908922253343,4.551141257320962,0.004623879522713622,0.0032050290544513816,0.0002535613884223076,0.00017575536165050434,intent_com.sogou.pushservice.action.notification.SHOW|intent_com.sogou.pushservice.action.payload.CLICK|intent_zopim.action.RESUME_CHAT|intent_io.rong.push.intent.action.HEART_BEAT|perm_android.permission.ACCESS_SURFACE_FLINGER|intent_com.google.android.gms.wearable.DATA_CHANGED|intent_com.cootek.hades.intent.action.APP_PRIORITY_1|perm_com.sec.android.app.launcher.permission.READ_SETTINGS|perm_android.permission.READ_SECURE_SETTINGS|intent_com.urbanairship.actions.SHOW_RATE_APP_INTENT_ACTION,0.0025694731411016747,0.0017810230637786972,-3.09711504156273e-05
1430,6.568388136261969,4.552859717521197,0.004593278416966412,0.0031838179842805575,0.00023650218367221587,0.00016393082180712068,perm_android.permission.READ_MEDIA_STORAGE|perm_andorid.permission.MONUN_UNMOUNT_FILESYSTEMS|perm_android.permission.INTERNET|intent_android.service.quicksettings.action.QS_TILE|intent_web_activity|perm_com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER|perm_com.baidu.permission.SHARE|intent_com.ourcodeworld.plugins.filebrowser.DialogShowPicker|intent_com.talkingdata.message.click|perm_com.miui.home.launcher.permission.UNINSTALL_SHORTCUT,0.0024792140086260517,0.001718460200234695,-3.060110574721036e-05
1440,6.570690232128835,4.554455408780839,0.004562979327867246,0.003162816256097805,0.00022244853631564476,0.00015418957576582003,perm_android.permission.ACCESS_COARSE|intent_com.talkingdata.notification.click|intent_android.settings.WIFI_SETTINGS|intent_com.htc.worldclock.ALARM_ALERT|intent_com.appmachine.audio.AudioAction|intent_android.intent.action.UID_REMOVED|intent_android.app.action.DEVICE_ADMIN_DISABLED|intent_android.intent.action.RINGTONE_PICKER|perm_com.huawei.android.launcher3.permission.READ_SETTINGS|intent_com.dmyk.android.action.REPORT_SUCCESS,0.0023020958668658054,0.0015956912596424289,-3.029908909916567e-05
1450,6.57290514552627,4.555990669757512,0.004533038031397428,0.0031420625308672496,0.00022149073393912255,0.00015352567775651395,intent_io.presage.PresageService.PIVOT|intent_android.intent.action.specialAd.action|intent_com.android.intent.action.KJACTIVITY|intent_akazam.report.broadcast|intent_com.pplive.sdk.service|intent_com.qihoo.video.TIME_PICK|intent_trolley.intent.action.rop|intent_.ACTION_068A22E3|intent_custom.intent.action.START|intent_com.remote.open.banner,0.0022149133974345148,0.001535260976672781,-2.9941296469818655e-05
1460,6.575120052865661,4.557525926535078,0.0045035068855244255,0.003121593100366492,0.00022149073393912255,0.00015352567775651395,perm_cn.wejuan.reader.permission.MIPUSH_RECEIVE|perm_cn.wejuan.reader.permission.C2D_MESSAGE|perm_cn.wejuan.reader.permission.JPUSH_MESSAGE|intent_com.m4399.gamecenter.action.CHECK_GAME_PAID|intent_com.aoe.action.WAKEUP_APP_REBIND|perm_com.sec.android.app.launcher.settings.WRITE_SETTINGS|intent_com.m4399.gamecenter.action.LOGIN|intent_com.lyhtgh.pay.ShowActivity.ACTION|perm_com.sec.android.app.launcher.settings.READ_SETTINGS|intent_com.zhuaz.util.MMobanService,0.0022149073393915586,0.001535256777565941,-2.953114587300222e-05
1470,6.577334960205053,4.559061183312643,0.004474377523949015,0.003101402165518805,0.00022149073393912255,0.00015352567775651395,intent_com.shoujiduoduo.wallpaper.ddlockscreen.DDLockScreenService|intent_com.shoujiduoduo.wallpaper.autochange.WallpaperDuoduoService|intent_com.kingroot.common.share.ACTION_SHARE|intent_com.salmon.sdk.tick|perm_com.esbook.reader.permission.C2D_MESSAGE|perm_com.esbook.reader.permission.JPUSH_MESSAGE|perm_com.esbook.reader.permission.MIPUSH_RECEIVE|perm_com.excean.gspace.permission.C2D_MESSAGE|perm_com.excean.gspace.permission.MIPUSH_RECEIVE|perm_com.excean.gspace.push.permission.MESSAGE,0.0022149073393915586,0.0015352567775650527,-2.912936157541037e-05
1480,6.5795498675444435,4.560596440090208,0.004445641802394895,0.0030814840811420325,0.00022149073393912255,0.00015352567775651395,intent_RT|intent_.ACTION_C18AA1DC|intent_.ACTION_83E0A120|intent_.ACTION_8424A613|intent_.ACTION_8F1DF73B|intent_.ACTION_CD3D5996|intent_.ACTION_2367B6BF|intent_.ACTION_66A0F2A5|intent_.ACTION_68526C35|intent_.ACTION_B9BC7D67,0.0022149073393906704,0.0015352567775650527,-2.873572155412049e-05
1490,6.581764774883835,4.562131696867772,0.00441729179522405,0.0030618333536025317,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_6B54A277|intent_.ACTION_9337A5C9|intent_com.excelliance.kxqp.gs.ylap.server.YlapService|intent_.ACTION_23F1C63B|intent_.ACTION_27F9224E|intent_.ACTION_2AD573AD|intent_.ACTION_2CF9AA8E|intent_com.excelliance.dualaid.action.dcomp|intent_com.excelliance.dualaid.action.checkcomp|intent_.ACTION_8F673C42,0.0022149073393915586,0.0015352567775641646,-2.835000717084455e-05
1500,6.583979682223227,4.563666953645338,0.004389319788148818,0.003042444635763559,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_B8A8A764|intent_.ACTION_B66872A4|intent_.ACTION_DECABDCE|intent_.ACTION_DBBD8889|intent_.ACTION_AB8F4846|intent_.ACTION_A195C983|intent_.ACTION_0C2961E6|intent_.ACTION_44699FD1|intent_.ACTION_411B9D86|intent_ActionLaunchReceiver,0.0022149073393915586,0.001535256777565941,-2.7972007075232133e-05
1510,6.586194589562617,4.565202210422902,0.004361718271233521,0.0030233127221343725,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_65E42C69|intent_.ACTION_9FF91295|intent_.ACTION_9FB07A43|intent_.ACTION_99710C4C|intent_.ACTION_985FD1EE|intent_.ACTION_0F060E90|intent_.ACTION_1C10C038|intent_.ACTION_1E98CDDB|intent_.ACTION_C41730B0|intent_.ACTION_6353DDC1,0.0022149073393906704,0.0015352567775641646,-2.760151691529652e-05
1520,6.588409496902009,4.566737467200468,0.0043344799321723745,0.0030044325442108344,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_3E8DD3C2|intent_.ACTION_FA4065AC|intent_.ACTION_7E3E3E8C|intent_.ACTION_6DEF60C5|intent_.ACTION_4100DDFA|intent_.ACTION_7CE90E2D|intent_.ACTION_F27A2EE2|intent_.ACTION_6E208A3C|intent_.ACTION_6F4026C6|intent_.ACTION_B095F73D,0.0022149073393915586,0.001535256777565941,-2.7238339061146956e-05
1530,6.5906244042414,4.568272723978033,0.0043075976498309805,0.0029857991659987147,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_4082F2E5|intent_.ACTION_FB106BF3|intent_.ACTION_71438FE9|intent_.ACTION_73B897C3|intent_Action_Shell_Server_Volume_Click_Receiver|intent_.ACTION_7855A602|intent_com.cootek.smartinput5.plugin.PRELOAD_ACTION|intent_.ACTION_F52EB802|intent_.ACTION_7C700D1F|intent_.ACTION_4014BBA3,0.0022149073393915586,0.0015352567775650527,-2.6882282341393962e-05
1540,6.592839311580791,4.569807980755599,0.0042810644880394745,0.0029674077797114283,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_6CCE1D6D|intent_.ACTION_ADAC87A9|intent_.ACTION_579A77A8|intent_.ACTION_2F73274F|perm_getui.permission.GetuiService.com.memezhibo.android|intent_ED|intent_.ACTION_96DE096C|intent_.ACTION_32443857|intent_.ACTION_CF72C509|intent_.ACTION_97F31506,0.0022149073393906704,0.001535256777565941,-2.6533161791506e-05
1550,6.595054218920183,4.571343237533164,0.004254873689625924,0.0029492537016342995,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_E7D87C26|intent_.ACTION_EDCD7776|intent_.ACTION_32B5FC4B|intent_.ACTION_39E3310D|intent_.ACTION_D8DD8313|intent_.ACTION_3C1AAA6D|intent_.ACTION_834FDDCC|intent_.ACTION_EDE37D88|intent_.ACTION_8095F0EF|intent_.ACTION_D6E59677,0.0022149073393915586,0.0015352567775650527,-2.619079841355027e-05
1560,6.597269126259574,4.5728784943107295,0.004229018670679215,0.0029313323681479037,0.00022149073393912255,0.00015352567775651395,intent_.ACTION_C084D359|intent_.ACTION_FB08730C|intent_.ACTION_FACE208A|intent_.ACTION_BED98701|intent_.ACTION_C0778335|intent_.ACTION_C89D450A|intent_.ACTION_0C1EF840|intent_.ACTION_4D791952|intent_.ACTION_4948E379|intent_.ACTION_4F32A093,0.0022149073393915586,0.0015352567775650527,-2.5855018946709628e-05
1570,6.599472561747247,4.574405799407005,0.004203485708119266,0.00291363426713822,0.00021702104537540956,0.0001504275258669245,intent_.ACTION_47BC5EE8|intent_.ACTION_08250282|intent_.ACTION_4A8855BE|intent_.ACTION_CA978E72|intent_com.htc.android.worldclock.ALARM_ALERT|intent_com.sonyericsson.alarm.ALARM_ALERT|intent_io.presage.receiver.NetworkChangeReceiver.ONDESTROY|intent_kika.theme.active_notification.cancel|intent_kika.theme.active_notification.show_check|intent_com.qisi.plugin.wallpaper,0.002203435487673211,0.001527305096275633,-2.55329625599484e-05
1580,6.601596332160508,4.575877884881528,0.004178225526683866,0.002896125243595904,0.00020687259384843948,0.00014339315529833356,intent_com.kikatech.theme.action.CANCEL_KEYBOARD_INSTALL_NOTIFICATION|intent_com.personagraph.SensorService|intent_com.xiaomi.account.openauth.action.AUTH|intent_com.baidu.aiupdatesdk.ACTION_AS_DOWNLOAD_COMPLETE|intent_com.g6677.game.spread.TestMoreActivity|intent_sogoumse.intent.action.DOWNLOAD_NOTIFICATION_CLICKED|intent_zendesk.support|intent_android.intent.action.BATTERY_LOW|intent_android.nfc.action.NDEF_DISCOVERED|intent_intent.action.kika.theme.deactivate,0.002123770413260395,0.0014720854745231549,-2.5260181435400597e-05
1590,6.603613953218913,4.577276393230261,0.004153216322779191,0.002878790184421548,0.00019867260752770566,0.00013770935776102493,intent_android.nfc.action.ADAPTER_STATE_CHANGED|intent_intent.action.kika.theme.activate|intent_aviary.intent.action.CDS_DOWNLOAD_START|intent_aviary.intent.action.CDS_RESTORE_USER_ITEMS|intent_Download_Cancelled|perm_android.permission.GET_TOP_ACTIVITY_INFO|intent_Download_Pause|intent_Download_Play|intent_android.talkingdata.action.media.SILENT|intent_android.talkingdata.action.media.TD.TOKEN,0.0020176210584050835,0.0013985083487328964,-2.500920390467471e-05
1600,6.605507074295532,4.57858860476722,0.004128441921434707,0.0028616178779795128,0.00018330987103337693,0.0001270607202767172,perm_android.permission.SET_WALLPAPER_COMPONENT|intent_com.alibaba.intent.action.GETWAY|intent_com.google.android.gms.wearable.MESSAGE_RECEIVED|suspicious_Lorg/apache/http/client/methods/HttpPost|intent_rzp.device_token.share|intent_com.google.android.c2dm.intent.REGISTER|intent_com.android.alarmclock.ALARM_ALERT|intent_mobi.bbase.ahome.THEME|perm_android.permission.READ_GSERVICES|intent_com.cootek.tark.ads.utility.ACTION_SEND_SSP,0.0018931210766188755,0.0013122115369590404,-2.4774401344483665e-05
1610,6.607327253048943,4.579850256538263,0.004103929970837853,0.0028446274885330827,0.00017803240598235348,0.00012340266025380518,intent_com.cootek.tark.ads.utility.ACTION_CHECK_GP_LAUNCH|intent_com.virgo.trick.action|intent_com.nd.android.pandahome.widget.category|perm_android.permission.FINE_LOCATION|perm_com.xiaomi.market.sdk.UPDATE|intent_baidu.intent.action.SHARE_V6|intent_com.talia.commercial.common.alarm_action|intent_io.presage.intent.action.LAUNCH_WEBVIEW|perm_android.permission.READ_HISTORY_BOOKMARKS|intent_com.google.android.gcm.intent.RETRY,0.001820178753411561,0.001261651771042871,-2.4511950596854334e-05
1620,6.609099132733893,4.581078429946225,0.0040796908226752426,0.0028278261913248304,0.00017718796849497398,0.00012281734079625374,intent_com.storm.smart.receiver.USER_GALAXY_MESSAGE_ACTION_BROADCAST_RECEIVER|intent_android.intent.action.qiyivideo.startplayerfromThirdEntrance|intent_com.qihoo.video.activate|intent_com.aikan.service.update.progress|intent_push_alm|intent_action.clearmaster.quickclean|intent_android.intent.action.qiyivideo.player|intent_android.tadu.download|intent_com.qihoo.video.QihooAlliance|intent_probe.intent.action.START_PROXY_CLICK,0.0017718796849495178,0.0012281734079619966,-2.4239148162610337e-05
1630,6.610871012418842,4.582306603354188,0.004055749087373523,0.0028112310450025694,0.00017718796849497398,0.00012281734079625374,intent_probe.intent.action.START_OFFER_PROBE|intent_com.baidu.android.action.RECEIVE_NOTIFICATION|intent_com.baidu.android.action.DYNAMIC_WIDGET_ENABLE|perm_android.permission.FlyingAPKEncrypt|intent_android.intent.action.VIRTUAL_INSTALL_PACKAGE|intent_tri.intent.action.DOWNLOAD_COMPLETE|intent_org.qiyi.android.video.pushmessage.PUSH_MSG|perm_com.goibibo.permission.MAPS_RECEIVE|intent_com.cyjh.mobileanjian.intent.action.COMMAND|intent_android.intent.action.VIRTUAL_UNINSTALL_PACKAGE,0.0017718796849495178,0.0012281734079628848,-2.394173530171923e-05
1640,6.612642892103793,4.583534776762151,0.0040320993244535325,0.0027948382785135065,0.00017718796849497398,0.00012281734079625374,intent_com.toprange.pluginmaster.anchor.activity|intent_android.intent.action.qiyivideo.welcomeactivity|intent_android.intent.action.BOOMMT_COMPLETED|intent_com.toprange.plugin.action.UNINSTALL_SHORTCUT|perm_com.leihd.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED|intent_com.tadu.android.OPEN_BOOK|perm_com.leihd.permission.ACCESS_DOWNLOAD_MANAGER|intent_com.example.dnpaydemo.com.door.pay.sdk.DnPayActivity|intent_com.qhb.service.QhbReceiver.ACTION_QHB_ENABLED|intent_com.toprange.plugin.action.INSTALL_SHORTCUT,0.001771879684950406,0.0012281734079628848,-2.364976291999079e-05
1650,6.614414771788743,4.584762950170113,0.004008736225326511,0.002778644212224311,0.00017718796849497398,0.00012281734079625374,intent_android.intent.action.qiyivideo.startplayerfromhtmlweixin|perm_com.android.launcher3.LauncherProvider|intent_com.memezhibo.android.intent.action.COMMAND|intent_com.qihoo.video.minihandleractivity|intent_android.service.notification.controller|perm_com.xiaomi.xmsf.permission.PAYMENT|intent_com.qiyi.video.DownloadService|intent_com.nd.hilauncherdev.export.ExportService|intent_com.taoyanzuoye.homework.ALARM|intent_nd.pandahome.weather.request,0.001771879684950406,0.0012281734079619966,-2.3363099127021898e-05
1660,6.616186651473693,4.585991123578075,0.003985654609321502,0.002762645255167515,0.00017718796849497398,0.00012281734079625374,intent_addpackinfo|intent_com.qihoo.video.PUSHSERVICE|intent_com.mobi.SecondProcessServer|intent_com.uploadmodel.action_canvas|intent_com.cyjh.mobileanjian.service.socket.server|perm_android.permission.ACCESS_CHECKIN_PROPERTTES|intent_com.cyjh.gundam.intent.action.COCKROACH|perm_com.leihd.permission.SEND_DOWNLOAD_COMPLETED_INTENTS|intent_android.vpgcb.action.ACTION_PATHGO|intent_com.storm.smart.appwidget.refresh,0.0017718796849495178,0.0012281734079619966,-2.3081616005008604e-05
1670,6.617958531158641,4.587219296986039,0.003962849419855474,0.0027468379023868495,0.00017718796849497398,0.00012281734079625374,intent_android.tadu.action.CONFIG_SERVICE|intent_org.qiyi.android.video.MAIN|intent_org.qiyi.android.commonphonepad.qyad.DownloadAppService|intent_com.morgoo.doirplugin.PACKAGE_ADDED|intent_com.memezhibo.android.intent.action.COCKROACH|perm_getui.permission.GetuiService.com.shoujiduoduo.ringtone|intent_com.cmm.pp.Action.sec_leihd|perm_com.android.launcher.permission.READ_PHONE_STATE|intent_qcast.service.LetvService|intent_com.iyd.readingjoy.websocket_push,0.0017718796849486296,0.001228173407963773,-2.280518946602781e-05
1680,6.619730410843591,4.588447470394001,0.003940315720740233,0.0027312187323773815,0.00017718796849497398,0.00012281734079625374,intent_com.qhb.service.QhbReceiver.ACTION_QHB_CLOSE|perm_android.permission._AUDIO_SETTINGS|intent_tri.intent.action.DOWNLOAD_NOTIFICATION_CLICKED|intent_com.iyd.reader.ReadingJoy.GooglePayVerifyReceiver|intent_com.cyjh.gundam.intent.action.START|intent_com.cyjh.gundam.custom_push_msg_extra|intent_com.qihoo.video.minihistoryactivity|intent_com.qihoo.video.minihandlerplayactivity|intent_global.action.broadcast.service.check|perm_com.shoujiduoduo.ringtone.permission.MIPUSH_RECEIVE,0.0017718796849495178,0.0012281734079619966,-2.253369911524132e-05
1690,6.62150229052854,4.589675643801963,0.003918048692620438,0.0027157844046165457,0.00017718796849497398,0.00012281734079625374,intent_android.vpgcb.action.ACTION_PATHOVER|intent_com.tadu.android.OPEN_BROWSER|perm_android.intent.action.USER_PRESENT|intent_custom.intent.action.KERNAL_PACKAGE_ADDED|intent_FREEBOOK_AD_LOG_INPUT_ACTION|intent_custom.intent.action.KERNAL_DOWNLOAD_COMPLETED|intent_com.qhb.service.QhbReceiver.ACTION_QHB_NOTIFY_CLICK|intent_custom.intent.action.DOWNLOAD_COMPLETE|perm_com.shb.news.permission.JPUSH_MESSAGE|intent_com.android.opda.onekeyclear.Widget.OneKeyClear,0.0017718796849495178,0.0012281734079619966,-2.226702811979498e-05
1700,6.623274170213492,4.5909038172099255,0.003896043629537348,0.002700531657182309,0.00017718796849497398,0.00012281734079625374,intent_com.excelliance.dualaid.action.multi.sync|perm_com.excelliance.multiaccounts.assist|intent_com.qhb.service.QhbReceiver.ACTION_QHB_EXPIRE|intent_com.android.opda.onekeyclear.Widget.OneKeyClear_ProgressChanged|perm_getui.permission.GetuiService.com.aikan|intent_android.vpgcb.action.ACTION_RELOAD|intent_android.vpgcb.action.CACTION_GETID|intent_com.android.service.UpdateService|intent_com.memezhibo.android.intent.action.START|intent_cn.zq.player.action.SHORTCUT,0.0017718796849512941,0.0012281734079628848,-2.200506308308982e-05
1710,6.625046049898441,4.5921319906178875,0.0038742959356131237,0.002685457304454905,0.00017718796849497398,0.00012281734079625374,intent_com.cyjh.socket.receiver.code_20140310|intent_com.baidu.browser.OPEN|intent_com.qhb.service.QhbReceiver.ACTION_QHB_NOTIFY|intent_android.intent.action.WIDGET_DATA_REQUEST|intent_com.android.opa.alarm.headbeat|perm_com.kingroot.kinguser.INNER_BROADCAST|intent_android.intent.action.K2_PADDED|perm_com.webview.diploma.flymob.sdk.broadcast|intent_android.intent.action.POWER_DISCONNECTED|intent_android.intent.action.qiyivideo.mp4player,0.0017718796849495178,0.0012281734079619966,-2.1747693924224418e-05
1720,6.626817929583391,4.59336016402585,0.0038528011218508084,0.00267055823489875,0.00017718796849497398,0.00012281734079625374,intent_com.qhb.service.QhbReceiver.ACTION_QHB_DISABLED|intent_nd.panda.custom.widget.install.action|intent_android.net.supplicant.wifi.STATE_CHANGE|intent_qcast.service.RegisterContentList|perm_com.yonder.robi.permission.C2D_MESSAGE|intent_com.qihoo.video.videowebviewactivity|intent_com.qihoo.video.varityshowofflineselectoractivity|intent_com.cmm.pp.Action.df_leihd|intent_baidu.intent.action.BROWSERPLAYER|intent_com.dtnkingmak.publisher.service.check,0.0017718796849495178,0.0012281734079628848,-2.1494813762315285e-05
1730,6.62858980926834,4.594588337433813,0.0038315548030452835,0.002655831408921279,0.00017718796849497398,0.00012281734079625374,intent_custom.intent.action.KERNAL_SHOW|intent_com.qihoo.video.miniofflineactivity|intent_com.qhb.service.QhbReceiver.ACTION_QHB_OPEN|intent_com.qihoo.video.main|intent_com.qhb.service.QhbReceiver.ACTION_QHB_RECORD|intent_com.nd.hilauncherdev.menu.personal.icompaign.CompaignService|intent_com.qihoo.video.tvofflineselectoracivity|intent_android.intent.action.PRIVACY_MODE_CHANGED|intent_sogou.mobile.explorer.action.translate|perm_com.mall.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0017718796849495178,0.0012281734079628848,-2.1246318805524887e-05
1740,6.6303427509512725,4.595803384019153,0.003810541810891536,0.0026412663126546853,0.00017151437993168095,0.00011888470887452129,intent_com.qhb.service.QhbReceiver.ACTION_QHB_UPDATE|perm_com.mall.permission.SEND_DOWNLOAD_COMPLETED_INTENTS|intent_cn.iyd.aliyunos.statistics.aliyun.action|perm_com.mall.permission.ACCESS_DOWNLOAD_MANAGER|intent_com.xdandroid.hellodaemon.CANCEL_JOB_ALARM_SUB|perm_host.exp.exponent.permission.C2D_MESSAGE|intent_android.intent.action.ACTION_USER_PRESENT|suspicious_Ljava/io/IOException;->printStackTrace|perm_android.Manifest.permission.ACCESS_COARSE_LOCATION|perm_com.memezhibo.android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,0.0017529416829322741,0.00121504658533933,-2.1012992153747554e-05
1750,6.632041384622902,4.596980787159547,0.0037897379340702296,0.0026268461640911694,0.00016580945548733128,0.00011493035658012606,perm_android.permission.HDMI_CEC|intent_com.google.android.systemui.OPA_ENABLED|intent_com.android.sitech.ttpod.media.MEDIASERVICE|perm_com.memezhibo.android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED|perm_com.memezhibo.android.permission.ACCESS_DOWNLOAD_MANAGER|intent_com.android.launcher.action.INSTALL_SHORTCUT|intent_com.cootek.hades.intent.action.APP_PRIORITY_2|intent_ginlemon.smartlauncher.CLOCKS|intent_com.google.android.gms.wearable.BIND_LISTENER|perm_android.permission.android.permission.READ_PHONE_STATE,0.0016986336716291461,0.001177403140394162,-2.0803876821306327e-05
1760,6.633678211382232,4.598115349013161,0.0037691353473762682,0.0026125655392120234,0.00016167594439420174,0.00011206522501927058,intent_ginlemon.smartlauncher.CLOCKFONTS|intent_com.daeva112.manager.MAIN|intent_org.adw.launcher.icons.ACTION_PICK_ICON|intent_com.yandex.metrica.configuration.ACTION_INIT|intent_android.intent.action.EVENT_REMINDER|intent_com.baidu.location.service_v2.6|intent_android.app.action.DEVICE_ADMIN_DISABLE_REQUESTED|perm_ANDROID.PERMISSION.ACCESS_COARSE_LOCATION|intent_com.dci.magzter|intent_android.talkingdata.action.media.MESSAGE,0.001636826759330745,0.0011345618536147128,-2.0602586693961415e-05
1770,6.635267573708912,4.599217011028882,0.003748738742208425,0.002598427689846826,0.0001557977960447987,0.00010799080306640296,intent_com.baidu.location.service_v2.9|intent_android.talkingdata.action.notification.SHOW|perm_android.permission.QUICKBOOT_POWERON|intent_org.adw.launcher.THEMES|intent_cdproductions.crazyicons.TWO|intent_com.jiubang.goscreenlock.theme|intent_cancel_snooze|intent_com.cootek.scorpio.receiver.FeedsReceiver.ACTION_ALARM|intent_android.intent.action.CMD|intent_ginlemon.smartlauncher.BUBBLEICONS,0.001589362326679833,0.0011016620157207058,-2.0396605167843137e-05
1780,6.6367669653749175,4.600256310134832,0.0037285207670645602,0.0025844136573791193,0.00014498372212673472,0.00010049505822053921,intent_com.rogro.GDE.THEME.1|intent_com.android.dxtop.launcher.THEME|intent_android.Net.wifi.WIFI_STATE_CHANGED|intent_ginlemon.smartlauncher.BUBBLESTYLE|intent_alarm_killed|perm_com.ut.permission.DEVICE_STATE|intent_com.timmy.hyperpush.action.CROSS_PROMO|intent_android.webkit.PLUGIN|intent_com.meizu.flyme.gslb.push.broadcast|intent_com.pdragon.app.feedback,0.001499391666005323,0.001039299105950242,-2.0217975143864853e-05
1790,6.6382038035345285,4.601252250454273,0.0037084937449913566,0.002570531983494007,0.00014193941895351836,9.838490815177597e-05,intent_com.google.android.apps.nexuslauncher.UPDATE_SMARTSPACE|perm_android.Manifest.permission.ACCESS_FINE_LOCATION|intent_com.google.android.apps.nexuslauncher.search.APP_LAUNCH|intent_baidu.intent.action.SHARE|intent_android.intent.action.PHONE_STATE_2|intent_com.ons.geofence.LONGRUNSERVICE|intent_android.intent.action.PROCESS_TEXT|perm_android.permission.ACCESS_BACKGROUND_SERVICE|intent_android.intent.action.ACTION_DOWNLOAD_COMPLETE|perm_ANDROID.PERMISSION.ACCESS_FINE_LOCATION,0.0014368381596110424,0.0009959403194406136,-2.002702207320366e-05
1800,6.639585991353051,4.602210310043954,0.0036886588840850283,0.0025567835055799746,0.0001351095843936112,9.365082748828647e-05,intent_com.cootek.smartinput.intent.action.PLUGIN|perm_com.google.android.c2dm.permission.SEND|intent_android.service.chooser.ChooserTargetService|perm_android.permission.STORAGE|perm_android.permission.MANAGE_DOCUMENTS|intent_android.intent.action.MANAGE_NETWORK_USAGE|intent_android.intent.action.WALLPAPER_CHANGED|intent_com.android.launcher.action.UNINSTALL_SHORTCUT|intent_android.media.action.DISPLAY_NOTIFICATION|intent_baidu.intent.action.account.SHARE_SERVICE,0.0013821878185220626,0.0009580595896814259,-1.9834860906328255e-05
1810,6.640919836935424,4.603134861348782,0.0036690164844947097,0.00254316843168441,0.0001328875127177831,9.211060477469469e-05,perm_android.permission.SET_PREFERRED_APPLICATIONS|intent_android.hardware.usb.action.USB_ACCESSORY_DETACHED|perm_android.permission.ACCES_MOCK_LOCATION|perm_android.permission.DUMP|intent_com.cyjh.mobileanjian.activity.find.receive.MqeScriptReceive|intent_com.android.opena4|intent_com.enmoli.poker.action.CHECK|perm_com.book2345.reader.permission.MIPUSH_RECEIVE|intent_com.android.openbig|intent_com.telecom.video.audio.next,0.001333845582373705,0.0009245513048279363,-1.964239959031857e-05
1820,6.642248712062602,4.60405596739653,0.0036495872044300013,0.0025297010809871043,0.0001328875127177831,9.211060477469469e-05,intent_tjf.rxiw.receOK|intent_com.telecom.video.NotificationReceive|intent_android.intent.action.mon_endsuc|intent_com.opay.android.service.OpayService|intent_updateWidgetBroadcast|intent_com.enmoli.poker.action.AWAKEN|intent_s.sogou.mobile.sreader.action.CONFIG_SERVICE|intent_com.android.service.ui.msgmanager|intent_mituo.plat.intent.action.ADS.CHECK.SUCCESS|intent_com.android.openg1,0.001328875127177831,0.000921106047747422,-1.9429280064708464e-05
1830,6.64357758718978,4.604977073444276,0.0036303702662239235,0.002516380914450424,0.0001328875127177831,9.211060477469469e-05,intent_nd.pandahome.request.theme.apk.install_apply|intent_com.wireless.pandahome.present.PresentService|intent_UPDATE_CONFIG|intent_com.action.mstartGoSer|intent_com.yidian.ACTION_START_PREFETCH|intent_nd.pandahome.THEME_MARKET_ACTION|intent_sogou.mobile.sreader.action.CLOSE|perm_com.nd.android.pandahome2.permission.READ_SETTINGS|intent_com.android.opena2|intent_com.android.openg2,0.001328875127177831,0.0009211060477465338,-1.9216938206077783e-05
1840,6.644906462316958,4.605898179492024,0.0036113622077809555,0.0025032055323326217,0.0001328875127177831,9.211060477469469e-05,intent_nd.pandahome.request.module.apply|intent_nd.pandahome.request.theme.apply|intent_action_get_and_install_plugin|intent_nd.pandahome.request.theme.apt.install|intent_com.cyjh.mobileanjian.service.FloatService|intent_nd.pandahome.request.theme.delete|intent_com.enmoli.poker.action.CLEAR|intent_nd.pandahome.request.theme.delete.downlog|intent_nd.pandahome.THEME_MARKET_EXIT_ACTION|intent_com.android.opena3,0.001328875127177831,0.000921106047747422,-1.900805844296796e-05
