perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_permissions,n_api_calls,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_LOGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_setWifiEnabled,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getSubscriberId,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_PHONE_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,suspicious_getWifiState,n_urls,n_activities,perm_android_permission_DISABLE_KEYGUARD,intent_com_igexin_sdk_action_refreshls,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_RESTART_PACKAGES,perm_android_permission_SEND_SMS,label
0,3,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0
0,11,30,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,204,64,0,0,0,0,0,0
0,7,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0
0,8,15,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0
0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0
0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0
0,9,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,0,0,0,1
0,5,19,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,34,4,0,0,0,0,0,0
0,11,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,41,19,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0
0,9,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,32,64,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,86,49,0,0,1,0,1,1
1,18,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1
0,6,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0
0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0
0,15,24,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0
0,14,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,118,49,0,0,0,0,1,0
0,27,25,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,35,15,0,0,0,0,0,0
0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0
0,12,24,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,116,110,0,0,0,0,0,0
0,27,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,0,0
0,27,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0
0,27,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0
0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,0,0,0,0,0,1
0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0
1,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0
0,27,37,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,108,11,0,0,0,0,0,1
0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,0
0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0
0,10,48,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,54,24,0,0,0,0,0,0
0,26,53,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,77,16,0,0,0,0,0,0
1,42,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,9,1,0,0,0,1,0
1,149,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,182,1,1,1,1,1,0
0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0
0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0
0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0
0,5,24,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,30,4,0,0,0,0,0,0
0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0
0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0
0,10,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,1
0,8,47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,105,42,0,0,0,0,0,0
0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
1,28,63,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,381,216,0,0,0,0,0,0
0,16,20,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,20,6,0,0,0,0,0,0
0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0
0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0
0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0
0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0
0,10,26,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,89,23,0,0,0,0,0,0
0,8,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,42,20,1,0,0,0,0,0
0,11,19,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,667,757,0,0,0,0,0,0
0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0
0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0
0,4,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0
0,6,8,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,29,86,0,0,0,0,0,0
0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0
0,41,9,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,39,18,0,0,0,0,0,0
0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0
0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0
0,5,21,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,65,11,0,0,0,0,0,0
0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0
0,5,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44,45,0,0,0,0,0,0
0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0
0,21,42,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,95,4,0,0,0,0,0,0
0,5,58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0
0,4,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0
0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,1
0,36,16,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,155,257,0,0,0,0,0,0
0,10,30,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,101,101,0,0,0,0,0,1
0,25,18,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,158,166,0,0,0,0,0,0
0,9,6,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0
1,27,60,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,209,69,0,0,1,0,0,0
0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0
0,23,25,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,100,38,0,0,0,0,0,0
0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,1
0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
0,5,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0
0,21,31,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,73,78,0,0,1,0,1,0
0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,17,0,0,0,0,0,0
0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0
0,12,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,1,0
0,10,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,11,0,0,0,0,0,0
0,5,18,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,20,8,0,0,0,0,0,0
0,6,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,14,13,0,0,0,0,0,1
0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16,0,0,0,0,0,0
0,8,29,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,52,13,0,0,0,0,0,0
0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0
0,8,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,14,0,0,0,0,0,0
0,12,34,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,48,17,0,0,0,0,0,0
0,30,17,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1,25,40,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,110,48,0,0,1,0,1,0
0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
0,16,43,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,75,36,0,0,0,0,0,1
0,11,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,14,0,0,0,0,0,0
0,8,18,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,69,9,0,0,0,0,0,0
0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,14,29,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0
0,20,40,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,70,50,0,0,0,0,1,0
0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0
