cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_features_scored,max_reduction_ratio,mean_reduction_ratio,mean_conditional_entropy
319,41612,150,108,42,0.8554508105601306,1000,0.5876019269724775,0.005440438905897847,0.8507967826882773
320,12011,150,148,2,0.10215803640865039,1000,0.5089684534179034,0.004189427315077419,0.10173005274046527
321,20012,150,135,15,0.4689955935892812,1000,0.636789494634073,0.01504620894008291,0.4619389878961587
322,24037,150,149,1,0.05777796017013378,1000,0.6255651245698847,0.0022949297526525907,0.057645363810291776
323,68024,150,35,115,0.783776947484701,1000,0.5723919589060092,0.00868118683602198,0.7769728333658191
324,67142,150,149,1,0.05777796017013378,1000,0.6255651245698847,0.0054639475085025285,0.05746226442861583
325,57220,150,150,0,-0.0,1000,0.0,0.0,0.0
326,50403,150,113,37,0.805952041954632,1000,0.2574787834816976,0.004560742687613976,0.8022763020727196
327,67674,150,145,5,0.21084230031853213,1000,0.34559207666619707,0.005879049032900162,0.20960274809675009
328,59581,150,81,69,0.9953784388202257,1000,0.7518238647019352,0.012166362464700705,0.9832683039439908
329,54513,150,26,124,0.6652735227649414,1000,1.0,0.040541531388738124,0.6383023153596702
330,25992,150,144,6,0.24229218908241482,1000,0.5936294556713287,0.008052741282938689,0.24034107276885736
331,68658,150,147,3,0.14144054254182067,1000,0.2808050314602741,0.001862864554954768,0.14117705796848595
332,35006,150,136,14,0.4474992550368635,1000,0.6096131160398544,0.012115295805491925,0.4420776691893545
