n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_USER_PRESENT,perm_android_permission_SEND_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_INSTANCE_ID_EVENT,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_SMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_android_vending_INSTALL_REFERRER,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,n_services,suspicious_sendTextMessage,n_receivers,perm_android_permission_CHANGE_NETWORK_STATE,label
26,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,24,5,0,3,1,1
44,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,1
47,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0
19,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,0,0,1,1,0,0,1,0,0,14,7,0,3,0,0
32,0,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,0,0,10,7,0,6,0,0
34,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14,3,0,4,0,0
32,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0
54,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,11,2,0,3,0,1
21,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,11,8,0,8,0,0
22,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,11,11,0,6,0,0
30,1,0,1,1,0,0,0,1,1,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,19,5,0,5,0,0
34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,7,0,3,0,0
22,0,0,0,1,0,0,0,1,1,1,1,6,1,0,0,0,0,0,1,0,0,1,0,0,9,10,0,7,0,0
25,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,5,4,0,5,0,0
41,1,0,1,1,0,0,0,1,1,1,1,5,1,1,1,0,0,0,1,1,0,1,0,0,15,9,0,4,1,0
19,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,1,0,1,0,1
47,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12,1,1,0,0,1
41,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,34,3,1,5,1,1
23,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,9,10,0,6,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1
17,0,0,0,1,0,0,0,1,1,1,1,7,1,0,0,0,0,0,1,0,1,1,0,0,15,13,0,11,0,0
45,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,31,3,0,0,1,1
15,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0
36,0,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,0,10,8,0,11,0,0
19,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,15,3,0,3,0,1
29,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,12,10,0,12,0,1
33,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,36,2,0,0,1,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,11,2,0,2,0,1
37,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0
35,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11,5,0,2,0,1
27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
17,0,0,1,0,0,1,0,1,1,1,1,6,1,0,0,0,0,0,1,0,1,1,1,0,10,12,0,7,0,0
33,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,14,18,0,10,0,0
44,1,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,14,5,0,5,0,1
44,1,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,14,5,0,5,0,1
50,0,0,0,0,0,0,0,1,1,1,0,5,1,1,1,0,0,0,1,1,0,1,0,1,19,20,0,14,0,0
44,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,26,0,0,0,0,1
37,0,0,1,1,0,0,0,1,1,1,0,3,1,1,0,0,0,0,1,0,0,1,1,0,10,7,0,10,0,0
47,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,1,1,0,0,1
20,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,28,17,0,13,0,0
39,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,19,2,0,1,1,1
18,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,9,2,0,5,0,0
29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,17,1,0,3,1,0
54,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,20,17,0,10,1,1
31,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,38,9,1,5,1,1
26,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0
18,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,8,0,5,0,0
24,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,26,7,0,3,1,0
25,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,8,5,0,6,0,0
51,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,9,1,0,5,0,0
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
44,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,10,5,0,5,0,1
35,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,26,14,0,15,0,0
35,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,26,14,0,15,0,0
32,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,1,1,1,0,1
32,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,1,1,0,0,26,14,0,14,0,0
32,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,12,5,0,2,0,1
22,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,5,10,0,8,0,0
43,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,11,1,0,1,0,1
48,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,28,7,0,4,0,0
19,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,7,10,0,5,0,0
18,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14,0,0,3,0,0
36,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,1,1,0,0,26,14,0,14,0,0
36,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,1,1,0,0,26,14,0,14,0,0
18,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,6,8,0,5,0,0
54,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,22,5,0,3,0,1
53,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,26,2,0,3,1,1
32,1,0,0,0,0,0,0,1,1,1,1,5,0,1,1,0,0,0,1,1,0,1,0,0,14,13,0,8,0,0
20,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,20,5,0,4,1,0
21,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,22,3,0,1,0,1
23,0,0,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,1,1,0,1,0,0,12,12,0,5,0,0
44,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,1
12,0,0,0,0,0,0,0,1,1,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,6,11,0,7,0,0
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
36,0,1,0,0,0,0,0,1,1,0,1,4,1,0,1,0,0,0,0,1,0,1,1,0,18,17,0,20,0,0
34,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,4,0,1,0,1
29,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0
24,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,10,4,0,5,0,0
37,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0
48,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,19,7,0,6,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0
25,0,0,0,0,0,0,0,1,1,1,0,5,1,0,1,0,0,0,1,1,0,1,0,0,11,5,0,4,0,0
18,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,8,0,5,0,0
51,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,16,4,0,1,0,1
36,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,35,1,0,0,1,1
36,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,35,1,0,0,1,1
52,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,7,0,1
34,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,1,0,2,1,0
35,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,25,2,0,4,1,1
26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,4,0,7,0,0
20,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,9,10,0,5,0,0
15,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,6,0,0
55,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,16,3,0,0,0,1
55,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,16,3,0,0,0,1
24,0,1,0,1,0,1,0,1,1,1,1,2,1,0,0,0,0,1,0,0,1,1,0,1,15,19,0,25,0,1
35,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,14,9,0,5,1,0
29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
